class,mean_Ess,lower_ci_Ess,upper_ci_Ess,mean_NonEss,lower_ci_NonEss,upper_ci_NonEss,pvalue,buff,spa
Arom,0.1480272727272727,0.1376268498942917,0.158784355179704,0.1794862243973174,0.1724646547036432,0.186242523110386,0.0,CG,60
pureHphob,0.4374245243128963,0.4234672304439746,0.4513742071881607,0.4951071234366503,0.4854993655972449,0.5037225847380823,0.0,CG,60
pureHphil,0.1269987315010571,0.1171247357293868,0.1365750528541226,0.1051588725756751,0.0994177088997643,0.1109298531810766,0.0,CG,60
pureArom,0.0189902748414376,0.0152219873150105,0.0228329809725158,0.0399404567699836,0.0366141018669566,0.0434135399673735,0.0,CG,60
SHphob,0.398451537147737,0.3840734415029889,0.4122598206660973,0.4259881964117091,0.4163361661945231,0.4357884796978281,0.0014,CG,70
WHphob,0.2452600341588386,0.232696413321947,0.2576857386848847,0.2596694050991501,0.2509915014164306,0.2674268177525968,0.0619,CG,70
Hphil,0.317230999146029,0.3044406490179334,0.3311272416737831,0.2785269121813031,0.2700637393767705,0.286685552407932,0.0,CG,70
Arom,0.1491152860802732,0.139197267292912,0.1596925704526046,0.1806293673276676,0.1732719546742209,0.1879131255901794,0.0,CG,70
pureHphob,0.4399741673783092,0.4267719897523484,0.453677412467976,0.4956728989612842,0.4864919735599622,0.504634088762984,0.0,CG,70
pureHphil,0.1260559350982066,0.1165670367207515,0.1355678906917164,0.1056728989612842,0.0999976392823418,0.1113314447592068,0.0003,CG,70
pureArom,0.0191889410760034,0.0151579846285226,0.0232707087959009,0.0408633616619452,0.0371104815864022,0.0446647780925401,0.0,CG,70
SHphob,0.3933358208955224,0.3796867933061962,0.4077397105382179,0.4229534065934066,0.4134038461538462,0.4334093406593406,0.0013,CG,80
WHphob,0.2489972862957937,0.2347297602894617,0.262550881953867,0.2651247252747252,0.2567005494505495,0.2742912087912088,0.0476,CG,80
Hphil,0.3191243781094527,0.3059701492537313,0.3324287652645861,0.2753657142857142,0.2663736263736264,0.2843983516483516,0.0,CG,80
Arom,0.1522478516508367,0.1415649027589326,0.1628222523744912,0.1784797802197802,0.1705494505494505,0.1862637362637362,0.0,CG,80
pureHphob,0.4356298055178652,0.4208446404341927,0.4504748982360922,0.4959947252747252,0.4860412087912088,0.5060467032967033,0.0,CG,80
pureHphil,0.1247607417458163,0.1155529172320217,0.134554500226142,0.1028152747252747,0.0961510989010989,0.1086868131868131,0.0,CG,80
pureArom,0.0203772048846675,0.0165027137042062,0.0246494798733604,0.0401768131868131,0.0363736263736263,0.0440686813186813,0.0,CG,80
SHphob,0.3880900984009839,0.3720710332103321,0.4049892373923739,0.4150824904080921,0.4021581792814789,0.4274590163934426,0.0104,CG,90
WHphob,0.2522718327183271,0.2373923739237392,0.2678428659286592,0.2632397976979421,0.2516567840948727,0.2750305197070108,0.2686,CG,90
Hphil,0.3166193111931119,0.300730319803198,0.3311808118081181,0.2826430066271364,0.2706662016044646,0.2938655388908266,0.0006,CG,90
Arom,0.1509431119311192,0.1396063960639606,0.1626768142681426,0.1794271014998256,0.1702084059993024,0.1893965817928148,0.0006,CG,90
pureHphob,0.433730319803198,0.4169664821648217,0.4495771832718327,0.4860585978374607,0.4726151028950122,0.499132368329264,0.0,CG,90
pureHphil,0.1236408364083641,0.1122386223862238,0.1346863468634686,0.1074426229508196,0.0997558423439134,0.1151028950122078,0.0255,CG,90
pureArom,0.0195777982779827,0.014760147601476,0.02460024600246,0.0411269619811649,0.0359260551098709,0.0465643529822113,0.0,CG,90
SHphob,0.3969663382594417,0.3842323481116584,0.409688013136289,0.4288556551542315,0.4214342209332982,0.4372577774848405,0.0001,C,0
WHphob,0.2518694581280788,0.2410426929392446,0.2624014778325123,0.2595189823358819,0.2528341682045874,0.2660855523332454,0.2507,C,0
Hphil,0.3146111658456486,0.30311986863711,0.3274220032840722,0.2785324281571316,0.2714869496440812,0.2854600580015818,0.0,C,0
Arom,0.1502711001642036,0.141543513957307,0.1592775041050903,0.1835840363828104,0.1773645531241761,0.1896272739256525,0.0,C,0
pureHphob,0.4464461412151068,0.4339901477832512,0.4591133004926108,0.4980043501186396,0.490573095175323,0.5061989190614289,0.0,C,0
pureHphil,0.1267131362889983,0.1183908045977011,0.1346510673234811,0.1060273530187186,0.1010380964935407,0.1110614948589507,0.0,C,0
pureArom,0.0207576354679802,0.0174055829228243,0.0244663382594417,0.0405415238597416,0.0375032955444239,0.0436989190614289,0.0,C,0
SHphob,0.3966065681444992,0.384068144499179,0.4091995073891625,0.4286293171631953,0.420901990508832,0.436527814394938,0.0001,C,10
WHphob,0.2520766830870279,0.241535303776683,0.2625615763546798,0.2595032296335354,0.2520432375428421,0.2667413656736093,0.2551,C,10
Hphil,0.3142047619047619,0.3026231527093596,0.3251231527093596,0.2786267466385447,0.2717489454257843,0.2856610862114421,0.0,C,10
Arom,0.1497354679802955,0.1408866995073891,0.1591133004926108,0.1836406538360137,0.1777600184550487,0.1900227392565251,0.0,C,10
pureHphob,0.445908210180624,0.4334934318555008,0.4573111658456485,0.4979984181386764,0.4903078038491958,0.5056716319535987,0.0,C,10
pureHphil,0.1266574712643678,0.1177339901477832,0.1354761904761904,0.1061449380437648,0.1011732138149222,0.1109939361982599,0.0,C,10
pureArom,0.0206185550082101,0.0172413793103448,0.0243021346469622,0.0405752043237542,0.0375675586606907,0.0438307408383865,0.0,C,10
SHphob,0.3967538587848933,0.3839039408866995,0.4091995073891625,0.4287500659108884,0.420905286053256,0.4363959926179805,0.0,C,20
WHphob,0.2517781609195402,0.2405500821018062,0.2630582922824301,0.2596854073292907,0.2525688768784603,0.2667430134458212,0.2525,C,20
Hphil,0.3145050903119868,0.3026231527093596,0.3259441707717569,0.278627208014764,0.2712200105457421,0.285395794885315,0.0,C,20
Arom,0.1499535303776683,0.1412110016420361,0.1592775041050903,0.1836200237279198,0.1773629053519641,0.1898233588188768,0.0,C,20
pureHphob,0.4466206896551724,0.4346469622331691,0.4584605911330049,0.4980972185605062,0.4903110993936198,0.505604073292908,0.0,C,20
pureHphil,0.1265068965517241,0.1182266009852216,0.1348111658456486,0.1060933298180859,0.101237476931189,0.1113234906406538,0.0,C,20
pureArom,0.0207316912972085,0.0174055829228243,0.0246305418719211,0.0406392697073556,0.0375032955444239,0.043964210387556,0.0,C,20
SHphob,0.3967431855500821,0.3845607553366174,0.4080541871921182,0.4284646058528869,0.420312088056947,0.4361323490640654,0.0,C,30
WHphob,0.2519643678160919,0.2405582922824302,0.2630541871921182,0.2595969549169523,0.2527682573161086,0.2662799894542578,0.2572,C,30
Hphil,0.3146886699507389,0.3034441707717569,0.3259441707717569,0.2785085025046137,0.271551212760348,0.2860565515423147,0.0,C,30
Arom,0.1500376026272578,0.1408866995073891,0.1591215106732348,0.1837543501186395,0.1773629053519641,0.1901545610334827,0.0,C,30
pureHphob,0.4463999999999999,0.4331691297208538,0.4586247947454843,0.4981238465594516,0.4900474558397047,0.5064592670709201,0.0,C,30
pureHphil,0.1263522167487684,0.1183908045977011,0.1341543513957307,0.1062113762193514,0.1013017400474558,0.1109280253097811,0.0001,C,30
pureArom,0.0207,0.0172372742200328,0.0244663382594417,0.0405558265225415,0.0375,0.0438966517268652,0.0,C,30
SHphob,0.3968871921182266,0.3850574712643678,0.4091995073891625,0.4289215660427103,0.4213007513841286,0.4365937252834168,0.0,C,40
WHphob,0.2519330049261084,0.2410467980295566,0.2622331691297208,0.2595271552860532,0.2525655813340364,0.2664134590034273,0.2565,C,40
Hphil,0.3147950738916256,0.303435960591133,0.3261083743842364,0.2785522014236752,0.2712875692064329,0.2855918797785394,0.0,C,40
Arom,0.1500998357963875,0.1413793103448276,0.1592816091954023,0.1836710387556024,0.1775606380174004,0.1893619825995254,0.0,C,40
pureHphob,0.4463732348111658,0.4341502463054187,0.4589490968801313,0.4981419720537832,0.4901759820722383,0.5058051015027683,0.0,C,40
pureHphil,0.1267367816091953,0.1180623973727422,0.1351395730706075,0.1061196941734774,0.1011715660427102,0.1109939361982599,0.0,C,40
pureArom,0.0206422003284072,0.0172413793103448,0.0243062397372742,0.0406729501713683,0.0376334695491695,0.0437664777221196,0.0,C,40
SHphob,0.3967811165845649,0.3853858784893267,0.409035303776683,0.4285815976799367,0.4213023991563406,0.4363959926179805,0.0,C,50
WHphob,0.251659934318555,0.2398973727422003,0.2628940886699507,0.2594364619035065,0.2522393224360664,0.2670066569997363,0.2479,C,50
Hphil,0.3146729064039408,0.3032840722495895,0.3269334975369458,0.278517070920116,0.2717489454257843,0.2855276166622726,0.0,C,50
Arom,0.1501177339901477,0.1417077175697865,0.1591133004926108,0.1836890324281571,0.177692459794358,0.1893652781439493,0.0,C,50
pureHphob,0.4460742200328407,0.4331650246305418,0.4584564860426929,0.4980910888478776,0.4905071842868442,0.5059336277353019,0.0,C,50
pureHphil,0.1264706075533661,0.1170730706075533,0.134983579638752,0.1061324808858423,0.1013033878196678,0.1110598470867387,0.0,C,50
pureArom,0.0206916256157635,0.0174014778325123,0.0243021346469622,0.0405269575533878,0.0376351173213814,0.0435028341682045,0.0,C,50
SHphob,0.3976731466227347,0.385996705107084,0.4097199341021417,0.4287259890768616,0.4203410150526175,0.4369255361662448,0.0002,C,60
WHphob,0.2523285008237232,0.2415156507413509,0.2629365733113674,0.2595787265219129,0.2526958172372452,0.2668875715998401,0.2518,C,60
Hphil,0.3139009884678747,0.3013179571663921,0.3260296540362438,0.2783477421073664,0.2708122419075529,0.2855335020647396,0.0,C,60
Arom,0.1504688632619439,0.1418410214168039,0.1594728171334431,0.1832644198747835,0.1768349540428933,0.1895580791261489,0.0,C,60
pureHphob,0.4470288303130148,0.4345922570016474,0.458653212520593,0.4977822032769415,0.4896696416677767,0.5061326095644065,0.0,C,60
pureHphil,0.1262955518945634,0.1186161449752883,0.1342668863261944,0.1057311176235513,0.1009041561209537,0.1106300785933129,0.0,C,60
pureArom,0.0207525535420098,0.0172981878088962,0.0242174629324546,0.0403032502997202,0.0370304382576262,0.0437591581190888,0.0,C,60
SHphob,0.3964686531174646,0.384946606958319,0.4088959696865311,0.4277448663853727,0.4189855836849508,0.4359353023909986,0.0001,C,70
WHphob,0.2553489493627282,0.2440535652772993,0.2666207371684464,0.2607471870604781,0.2535829817158931,0.2679324894514768,0.3826,C,70
Hphil,0.3133336203926972,0.3017568033069239,0.3244919049259386,0.2777341772151898,0.2701107594936709,0.2851635021097046,0.0,C,70
Arom,0.1500936961763692,0.1415776782638649,0.1591457113331036,0.1843409282700421,0.1779869901547116,0.190717299578059,0.0,C,70
pureHphob,0.4508117464691699,0.4379951774026869,0.4634903548053737,0.4982303094233474,0.4904324894514767,0.5060513361462728,0.0,C,70
pureHphil,0.1270885291078195,0.118838270754392,0.1355494316224595,0.1053441631504922,0.100492264416315,0.110478199718706,0.0,C,70
pureArom,0.0206479503961419,0.0170470203238029,0.0244574578022735,0.0411190576652601,0.0379729254571026,0.0446554149085794,0.0,C,70
SHphob,0.3939548335974643,0.3803437004754358,0.4082805071315372,0.4200014219694277,0.4113913082118735,0.4284593849982225,0.0022,C,80
WHphob,0.2509207606973058,0.2395007923930269,0.2624851426307448,0.2625835407038748,0.2541725915392819,0.2710629221471738,0.1248,C,80
Hphil,0.3171024167987322,0.3052644611727416,0.3286499603803486,0.2838586029150373,0.2756798791325986,0.2921258442943477,0.0,C,80
Arom,0.1520667591125198,0.1416402535657686,0.1628367670364501,0.1849338784216139,0.1773906861002488,0.1925013330963384,0.0,C,80
pureHphob,0.4415033676703644,0.4284815768621235,0.4546404516640254,0.4904931567721294,0.4812477781727692,0.4996467294703163,0.0,C,80
pureHphil,0.1283969889064976,0.1188589540412044,0.1378813391442155,0.1094559189477426,0.1036260220405261,0.1154505865623889,0.0006,C,80
pureArom,0.0205007923930269,0.0166402535657686,0.0243710380348652,0.0404593849982225,0.0369712051190899,0.0439033060789193,0.0,C,80
SHphob,0.3887313106796116,0.3754854368932039,0.4036468446601942,0.4065205287713841,0.395800933125972,0.418355365474339,0.0689,C,90
WHphob,0.2502145631067961,0.237378640776699,0.262870145631068,0.2731402799377916,0.2625194401244168,0.2835186625194401,0.0105,C,90
