E4P1_N_ml,E4P1_N_mAU
6.832426,14.10292
6.832924,14.102898
6.833422,14.101497
6.83392,14.10046
6.834417,14.098583
6.834915,14.099237
6.835413,14.099605
6.83591,14.101384
6.836408,14.101055
6.836905,14.100819
6.837403,14.100834
6.837901,14.103717
6.838399,14.103662
6.838897,14.105895
6.839395,14.104765
6.839892,14.10534
6.840389,14.105589
6.840887,14.103374
6.841385,14.103356
6.841883,14.104045
6.842381,14.105152
6.842878,14.107294
6.843376,14.105818
6.843874,14.105092
6.844371,14.104019
6.844869,14.10647
6.845366,14.106905
6.845864,14.10756
6.846362,14.108724
6.84686,14.111518
6.847358,14.110996
6.847856,14.109647
6.848353,14.107981
6.84885,14.108557
6.849348,14.107948
6.849846,14.106916
6.850344,14.105627
6.850842,14.108571
6.851339,14.108842
6.851837,14.109717
6.852335,14.109208
6.852832,14.109376
6.85333,14.110756
6.853827,14.110642
6.854325,14.108779
6.854823,14.108149
6.855321,14.105696
6.855819,14.108206
6.856317,14.108333
6.856814,14.108427
6.857311,14.105934
6.857809,14.105053
6.858307,14.105267
6.858805,14.105733
6.859303,14.102493
6.8598,14.10428
6.860298,14.106104
6.860796,14.106812
6.861293,14.10641
6.861791,14.108183
6.862288,14.108199
6.862786,14.107602
6.863284,14.103947
6.863782,14.102632
6.86428,14.105392
6.864778,14.104712
6.865275,14.104516
6.865772,14.105439
6.86627,14.106682
6.866768,14.107415
6.867266,14.10648
6.867764,14.106644
6.868261,14.105371
6.868759,14.105384
6.869257,14.105461
6.869754,14.106239
6.870252,14.107318
6.870749,14.107357
6.871247,14.106235
6.871745,14.10597
6.872243,14.10776
6.872741,14.105868
6.873239,14.104941
6.873736,14.104044
6.874233,14.103871
6.874731,14.103181
6.875229,14.104138
6.875727,14.105386
6.876225,14.106721
6.876722,14.105988
6.87722,14.102609
6.877718,14.10143
6.878216,14.100462
6.878713,14.099609
6.87921,14.099825
6.879708,14.101283
6.880206,14.103416
6.880704,14.102671
6.881202,14.10146
6.8817,14.100671
6.882197,14.099991
6.882694,14.098723
6.883192,14.097957
6.88369,14.098934
6.884188,14.099561
6.884686,14.09808
6.885183,14.098585
6.885681,14.097742
6.886179,14.098194
6.886677,14.098504
6.887174,14.099067
6.887671,14.099027
6.888169,14.098256
6.888667,14.098366
6.889165,14.100273
6.889663,14.102346
6.890161,14.103156
6.890658,14.103113
6.891155,14.102916
6.891653,14.102238
6.892151,14.101995
6.892649,14.102091
6.893147,14.103871
6.893644,14.105541
6.894142,14.10669
6.89464,14.106792
6.895138,14.106419
6.895635,14.107081
6.896132,14.106108
6.89663,14.105292
6.897128,14.105188
6.897626,14.105216
6.898124,14.106586
6.898622,14.10675
6.899119,14.106149
6.899616,14.105565
6.900114,14.106359
6.900612,14.10663
6.90111,14.10603
6.901608,14.104664
6.902105,14.104219
6.902603,14.104431
6.9031,14.104742
6.903598,14.102939
6.904096,14.100657
6.904593,14.099155
6.905091,14.097472
6.905589,14.096526
6.906087,14.094989
6.906585,14.092772
6.907082,14.091816
6.907579,14.092118
6.908077,14.092685
6.908575,14.092597
6.909073,14.091956
6.909571,14.093384
6.910069,14.094254
6.910566,14.093383
6.911064,14.093246
6.911561,14.094778
6.912059,14.095929
6.912557,14.096057
6.913054,14.095649
6.913552,14.094058
6.91405,14.092402
6.914548,14.091459
6.915046,14.090683
6.915543,14.090986
6.91604,14.094038
6.916538,14.097334
6.917036,14.099209
6.917534,14.101042
6.918032,14.102114
6.91853,14.104679
6.919027,14.107157
6.919525,14.107436
6.920022,14.106189
6.92052,14.105027
6.921018,14.104358
6.921515,14.104305
6.922013,14.104299
6.922511,14.103065
6.923009,14.104132
6.923507,14.10518
6.924004,14.104615
6.924501,14.103083
6.924999,14.102895
6.925497,14.103395
6.925995,14.106073
6.926493,14.107747
6.926991,14.108263
6.927488,14.107688
6.927986,14.107452
6.928483,14.106099
6.928981,14.106747
6.929479,14.104347
6.929976,14.102931
6.930474,14.102884
6.930972,14.102559
6.93147,14.100687
6.931968,14.101267
6.932465,14.10261
6.932962,14.104049
6.93346,14.105414
6.933958,14.107162
6.934456,14.106776
6.934954,14.105727
6.935452,14.105052
6.935949,14.104461
6.936447,14.103753
6.936944,14.102629
6.937442,14.101253
6.93794,14.098919
6.938437,14.095079
6.938935,14.094851
6.939433,14.095103
6.939931,14.096278
6.940429,14.09678
6.940926,14.097449
6.941423,14.095067
6.941921,14.096076
6.942419,14.097016
6.942917,14.095586
6.943415,14.094682
6.943913,14.094735
6.94441,14.091928
6.944908,14.091195
6.945405,14.08927
6.945903,14.089171
6.946401,14.08845
6.946898,14.08744
6.947396,14.087596
6.947894,14.086543
6.948392,14.085071
6.94889,14.087546
6.949387,14.089242
6.949884,14.087749
6.950382,14.087209
6.95088,14.08901
6.951378,14.087933
6.951876,14.08733
6.952374,14.086625
6.952871,14.086457
6.953369,14.086473
6.953866,14.087682
6.954364,14.087921
6.954862,14.091545
6.955359,14.090694
6.955857,14.092598
6.956355,14.093002
6.956853,14.095938
6.957351,14.096169
6.957848,14.096838
6.958345,14.095456
6.958843,14.096382
6.959341,14.098836
6.959839,14.100676
6.960337,14.101619
6.960835,14.102702
6.961332,14.101171
6.96183,14.100252
6.962327,14.10256
6.962825,14.104002
6.963323,14.104116
6.96382,14.105991
6.964318,14.10682
6.964816,14.108637
6.965314,14.108065
6.965812,14.107746
6.966309,14.106747
6.966806,14.105653
6.967304,14.10217
6.967802,14.103589
6.9683,14.102452
6.968798,14.102746
6.969296,14.100597
6.969793,14.100981
6.970291,14.102281
6.970788,14.102006
6.971286,14.10155
6.971784,14.101259
6.972281,14.100847
6.972779,14.100999
6.973277,14.101769
6.973775,14.103052
6.974273,14.103787
6.97477,14.103251
6.975267,14.103599
6.975765,14.103758
6.976263,14.103832
6.976761,14.103321
6.977259,14.101893
6.977757,14.101521
6.978254,14.101932
6.978752,14.101254
6.979249,14.101122
6.979747,14.101525
6.980245,14.102089
6.980742,14.101888
6.98124,14.102714
6.981738,14.103374
6.982236,14.105427
6.982734,14.105848
6.983231,14.10601
6.983728,14.106612
6.984226,14.107583
6.984724,14.106281
6.985222,14.105636
6.98572,14.105976
6.986217,14.105461
6.986715,14.104593
6.987213,14.105139
6.98771,14.104581
6.988208,14.104232
6.988706,14.103612
6.989203,14.104157
6.989701,14.105219
6.990199,14.105314
6.990697,14.104218
6.991195,14.103486
6.991692,14.102982
6.992189,14.102912
6.992687,14.102563
6.993185,14.102184
6.993683,14.101394
6.994181,14.1005
6.994678,14.098768
6.995176,14.097754
6.995674,14.097055
6.996171,14.096863
6.996669,14.0959
6.997167,14.096905
6.997664,14.097441
6.998162,14.096716
6.99866,14.096028
6.999158,14.095345
6.999656,14.09439
7.000153,14.093724
7.00065,14.094005
7.001148,14.094763
7.001646,14.093768
7.002144,14.093514
7.002642,14.093286
7.003139,14.093822
7.003637,14.095147
7.004135,14.09658
7.004632,14.09696
7.00513,14.096884
7.005628,14.096763
7.006125,14.096254
7.006623,14.095956
7.007121,14.096087
7.007619,14.096528
7.008117,14.097184
7.008615,14.097006
7.009111,14.096519
7.009609,14.09557
7.010107,14.09436
7.010605,14.094793
7.011103,14.095688
7.0116,14.096232
7.012098,14.096902
7.012596,14.098433
7.013093,14.09856
7.013591,14.098432
7.014089,14.099404
7.014586,14.100467
7.015084,14.102633
7.015582,14.104336
7.01608,14.10394
7.016578,14.103162
7.017076,14.103651
7.017572,14.104662
7.01807,14.105255
7.018568,14.104965
7.019066,14.105198
7.019564,14.105518
7.020061,14.105743
7.020559,14.105886
7.021057,14.10556
7.021554,14.105347
7.022052,14.105027
7.02255,14.105521
7.023047,14.104635
7.023545,14.104348
7.024043,14.104916
7.024541,14.105801
7.025039,14.105503
7.025537,14.10486
7.026033,14.105193
7.026531,14.1045
7.027029,14.102795
7.027527,14.100576
7.028025,14.099194
7.028522,14.099457
7.02902,14.100542
7.029518,14.100341
7.030015,14.101009
7.030513,14.099938
7.031011,14.09997
7.031508,14.101151
7.032006,14.10147
7.032504,14.101153
7.033002,14.10091
7.0335,14.099352
7.033998,14.100574
7.034494,14.099454
7.034992,14.100889
7.03549,14.101102
7.035988,14.102305
7.036486,14.101063
7.036983,14.100704
7.037481,14.098364
7.037979,14.098577
7.038476,14.098183
7.038974,14.097144
7.039472,14.098515
7.039969,14.101244
7.040467,14.102168
7.040965,14.101485
7.041463,14.099701
7.041961,14.099532
7.042459,14.096399
7.042955,14.097212
7.043453,14.099527
7.043951,14.097732
7.044449,14.097032
7.044947,14.09854
7.045444,14.097987
7.045942,14.098904
7.04644,14.098829
7.046937,14.100245
7.047435,14.098919
7.047933,14.099079
7.04843,14.09825
7.048928,14.099305
7.049426,14.098886
7.049924,14.100717
7.050422,14.101072
7.05092,14.104051
7.051416,14.105559
7.051914,14.105441
7.052412,14.103374
7.05291,14.104356
7.053408,14.106526
7.053905,14.106375
7.054403,14.106496
7.054901,14.108339
7.055398,14.108277
7.055896,14.104988
7.056394,14.107205
7.056891,14.106639
7.057389,14.103926
7.057887,14.105004
7.058385,14.105242
7.058883,14.10536
7.059381,14.106102
7.059877,14.107913
7.060375,14.107959
7.060873,14.106983
7.061371,14.105863
7.061869,14.106365
7.062366,14.104648
7.062864,14.103724
7.063362,14.101422
7.063859,14.100286
7.064357,14.099377
7.064855,14.099987
7.065352,14.099368
7.06585,14.099749
7.066348,14.099323
7.066846,14.099064
7.067344,14.096669
7.067842,14.096495
7.068338,14.096052
7.068836,14.095852
7.069334,14.096655
7.069832,14.09869
7.07033,14.098414
7.070827,14.099115
7.071325,14.099588
7.071823,14.09868
7.07232,14.097753
7.072818,14.097959
7.073316,14.099413
7.073813,14.099755
7.074311,14.099466
7.074809,14.100791
7.075307,14.101235
7.075805,14.100758
7.076303,14.100414
7.076799,14.101001
7.077297,14.101238
7.077795,14.100085
7.078293,14.097611
7.078791,14.098741
7.079288,14.099543
7.079786,14.101151
7.080284,14.102782
7.080781,14.103906
7.081279,14.103579
7.081777,14.103137
7.082274,14.101892
7.082772,14.100613
7.08327,14.100349
7.083768,14.100017
7.084266,14.098271
7.084764,14.097921
7.08526,14.098111
7.085758,14.097715
7.086256,14.09863
7.086754,14.099114
7.087252,14.099359
7.087749,14.099186
7.088247,14.098001
7.088745,14.097483
7.089242,14.097573
7.08974,14.098182
7.090238,14.09864
7.090735,14.099385
7.091233,14.100802
7.091731,14.101084
7.092229,14.101202
7.092727,14.100045
7.093225,14.098622
7.093721,14.099402
7.094219,14.100126
7.094717,14.100517
7.095215,14.101498
7.095713,14.101379
7.09621,14.100733
7.096708,14.101871
7.097206,14.101663
7.097703,14.100647
7.098201,14.100714
7.098699,14.099984
7.099196,14.098899
7.099694,14.09793
7.100192,14.097721
7.10069,14.097983
7.101188,14.098733
7.101686,14.09989
7.102182,14.099566
7.10268,14.097936
7.103178,14.096968
7.103676,14.096267
7.104174,14.09527
7.104671,14.094596
7.105169,14.094101
7.105667,14.093335
7.106164,14.092843
7.106662,14.092288
7.10716,14.09271
7.107657,14.093165
7.108155,14.093571
7.108653,14.093721
7.109151,14.093676
7.109649,14.094079
7.110147,14.095232
7.110643,14.095897
7.111141,14.09628
7.111639,14.096906
7.112137,14.096887
7.112635,14.096576
7.113132,14.097601
7.11363,14.097887
7.114128,14.096094
7.114626,14.095194
7.115123,14.095791
7.115621,14.096557
7.116118,14.09623
7.116616,14.095729
7.117114,14.095169
7.117612,14.095753
7.11811,14.095914
7.118608,14.096199
7.119104,14.096997
7.119602,14.098073
7.1201,14.098023
7.120598,14.096965
7.121096,14.096001
7.121593,14.097072
7.122091,14.098175
7.122589,14.098248
7.123087,14.098164
7.123584,14.098475
7.124082,14.099158
7.124579,14.09991
7.125077,14.10148
7.125575,14.101803
7.126073,14.101461
7.126571,14.101832
7.127069,14.101615
7.127565,14.101703
7.128063,14.102045
7.128561,14.102775
7.129059,14.103139
7.129557,14.104139
7.130054,14.10461
7.130552,14.10452
7.13105,14.104177
7.131548,14.103242
7.132045,14.102538
7.132543,14.103323
7.13304,14.105021
7.133538,14.106437
7.134036,14.105732
7.134534,14.104231
7.135032,14.103673
7.13553,14.102527
7.136026,14.100954
7.136524,14.1
7.137022,14.099671
7.13752,14.099522
7.138018,14.09989
7.138515,14.099766
7.139013,14.101591
7.139511,14.100284
7.140009,14.100016
7.140506,14.100147
7.141004,14.100301
7.141501,14.101605
7.141999,14.102777
7.142497,14.103202
7.142995,14.104044
7.143493,14.104846
7.143991,14.10597
7.144487,14.106695
7.144985,14.107196
7.145483,14.106252
7.145981,14.105025
7.146479,14.104074
7.146976,14.105532
7.147474,14.105494
7.147972,14.106996
7.14847,14.107989
7.148967,14.107874
7.149465,14.108733
7.149962,14.108598
7.15046,14.106133
7.150958,14.10508
7.151456,14.10457
7.151954,14.109441
7.152452,14.109317
7.152948,14.108023
7.153446,14.106756
7.153944,14.106131
7.154442,14.10612
7.15494,14.106103
7.155437,14.107667
7.155935,14.107812
7.156433,14.10695
7.156931,14.106457
7.157428,14.104712
7.157926,14.103423
7.158423,14.105659
7.158921,14.107114
7.159419,14.104732
7.159917,14.10454
7.160415,14.102306
7.160913,14.102362
7.161409,14.104269
7.161907,14.104626
7.162405,14.103871
7.162903,14.105854
7.163401,14.105881
7.163898,14.104641
7.164396,14.10102
7.164894,14.102855
7.165392,14.103496
7.165889,14.103821
7.166387,14.106178
7.166884,14.106197
7.167382,14.105273
7.16788,14.103468
7.168378,14.10434
7.168876,14.103845
7.169374,14.104518
7.16987,14.105605
7.170368,14.107274
7.170866,14.107025
7.171364,14.10595
7.171862,14.108384
7.172359,14.108942
7.172857,14.108232
7.173355,14.107875
7.173853,14.109239
7.17435,14.106859
7.174848,14.107706
7.175345,14.107019
7.175843,14.108726
7.176341,14.109057
7.176839,14.109265
7.177337,14.106915
7.177835,14.108367
7.178331,14.107885
7.178829,14.106722
7.179327,14.106898
7.179825,14.106666
7.180323,14.106814
7.18082,14.105478
7.181318,14.105152
7.181816,14.104505
7.182314,14.105071
7.182811,14.103479
7.183309,14.102466
7.183806,14.102015
7.184304,14.099946
7.184802,14.100023
7.1853,14.100431
7.185798,14.100831
7.186296,14.098708
7.186792,14.100677
7.18729,14.099822
7.187788,14.099561
7.188286,14.098665
7.188784,14.098295
7.189281,14.098738
7.189779,14.100555
7.190277,14.102074
7.190775,14.1015
7.191272,14.102752
7.19177,14.101083
7.192267,14.10078
7.192765,14.100288
7.193263,14.099701
7.193761,14.099846
7.194259,14.100686
7.194757,14.100844
7.195253,14.100937
7.195751,14.102154
7.196249,14.103069
7.196747,14.103919
7.197245,14.105143
7.197742,14.105762
7.19824,14.107247
7.198738,14.108046
7.199236,14.108493
7.199733,14.108665
7.200231,14.110391
7.200728,14.111517
7.201226,14.111232
7.201724,14.110798
7.202222,14.10915
7.20272,14.108005
7.203218,14.107032
7.203714,14.105556
7.204212,14.105367
7.20471,14.105542
7.205208,14.107108
7.205706,14.10767
7.206203,14.10705
7.206701,14.105867
7.207199,14.104842
7.207697,14.104429
7.208194,14.103715
7.208692,14.1034
7.209189,14.103438
7.209687,14.103723
7.210185,14.103936
7.210683,14.102667
7.211181,14.101418
7.211679,14.100523
7.212175,14.100119
7.212673,14.099392
7.213171,14.099132
7.213669,14.099621
7.214167,14.100379
7.214664,14.100719
7.215162,14.101174
7.21566,14.101635
7.216158,14.10166
7.216655,14.102105
7.217153,14.101539
7.21765,14.101381
7.218148,14.101407
7.218646,14.101499
7.219144,14.102407
7.219642,14.102648
7.22014,14.102067
7.220637,14.101867
7.221134,14.101846
7.221632,14.102302
7.22213,14.102386
7.222628,14.102462
7.223125,14.102843
7.223623,14.103178
7.224121,14.103086
7.224619,14.102533
7.225116,14.102009
7.225614,14.102114
7.226111,14.1018
7.226609,14.101097
7.227107,14.101852
7.227605,14.102201
7.228103,14.102725
7.228601,14.102508
7.229098,14.102919
7.229595,14.103311
7.230093,14.101803
7.230591,14.101525
7.231089,14.100001
7.231586,14.099752
7.232084,14.100163
7.232582,14.099765
7.23308,14.097527
7.233577,14.095831
7.234075,14.094601
7.234572,14.09496
7.23507,14.095232
7.235568,14.095853
7.236066,14.096219
7.236564,14.097455
7.237062,14.098406
7.237559,14.097959
7.238056,14.097929
7.238554,14.097765
7.239052,14.097305
7.23955,14.097254
7.240047,14.096877
7.240545,14.097082
7.241043,14.09816
7.241541,14.099066
7.242038,14.097816
7.242536,14.099671
7.243033,14.101091
7.243531,14.10157
7.244029,14.103077
7.244527,14.102027
7.245025,14.103091
7.245522,14.104369
7.24602,14.106587
7.246517,14.106015
7.247015,14.106011
7.247513,14.105187
7.248011,14.105039
7.248508,14.103779
7.249006,14.103828
7.249504,14.103764
7.250002,14.103198
7.250499,14.104239
7.250997,14.105842
7.251494,14.105881
7.251992,14.104508
7.25249,14.103943
7.252988,14.105652
7.253486,14.105115
7.253983,14.10655
7.254481,14.107192
7.254978,14.105866
7.255476,14.105993
7.255974,14.106689
7.256472,14.10745
7.256969,14.108913
7.257467,14.1088
7.257965,14.108279
7.258463,14.109672
7.25896,14.110206
7.259458,14.11081
7.259955,14.110094
7.260453,14.11179
7.260951,14.112196
7.261449,14.112259
7.261947,14.11102
7.262444,14.112092
7.262942,14.113194
7.263439,14.112394
7.263937,14.113257
7.264435,14.114813
7.264933,14.116265
7.26543,14.115567
7.265928,14.113887
7.266426,14.111796
7.266924,14.112472
7.267421,14.111217
7.267919,14.111291
7.268416,14.109908
7.268914,14.11019
7.269412,14.110387
7.26991,14.109566
7.270408,14.11106
7.270905,14.110641
7.271403,14.111877
7.2719,14.112206
7.272398,14.112494
7.272896,14.110438
7.273394,14.112046
7.273891,14.114371
7.274389,14.114209
7.274887,14.113646
7.275385,14.112239
7.275882,14.111561
7.27638,14.109861
7.276877,14.109067
7.277375,14.107307
7.277873,14.108209
7.278371,14.107079
7.278869,14.1081
7.279366,14.108779
7.279864,14.110264
7.280361,14.108602
7.280859,14.109186
7.281357,14.107232
7.281855,14.105113
7.282352,14.104291
7.28285,14.105123
7.283348,14.104466
7.283846,14.103636
7.284343,14.10336
7.284841,14.102798
7.285338,14.103683
7.285836,14.101568
7.286334,14.1002
7.286832,14.100706
7.28733,14.101394
7.287827,14.101015
7.288325,14.100912
7.288822,14.103081
7.28932,14.103354
7.289818,14.103426
7.290316,14.101615
7.290813,14.102493
7.291311,14.102075
7.291809,14.100679
7.292307,14.099551
7.292804,14.101343
7.293302,14.102628
7.293799,14.1048
7.294297,14.106229
7.294795,14.108291
7.295293,14.108937
7.295791,14.108073
7.296288,14.108025
7.296786,14.108147
7.297283,14.107902
7.297781,14.107942
7.298279,14.107912
7.298777,14.108326
7.299274,14.108454
7.299772,14.108592
7.30027,14.108756
7.300768,14.108288
7.301265,14.107217
7.301763,14.108027
7.30226,14.109865
7.302758,14.111126
7.303256,14.113105
7.303754,14.114021
7.304252,14.114786
7.304749,14.116309
7.305247,14.117641
7.305744,14.117426
7.306242,14.115954
7.30674,14.114327
7.307238,14.112689
7.307735,14.112065
7.308233,14.11205
7.308731,14.11192
7.309229,14.112541
7.309726,14.112775
7.310224,14.112816
7.310721,14.11304
7.311219,14.113364
7.311717,14.113435
7.312215,14.113064
7.312713,14.112888
7.31321,14.114268
7.313708,14.115656
7.314205,14.114331
7.314703,14.112744
7.315201,14.112103
7.315699,14.111696
7.316196,14.111448
7.316694,14.110784
7.317192,14.110519
7.31769,14.110556
7.318187,14.111077
7.318685,14.112776
7.319182,14.114635
7.31968,14.115054
7.320178,14.114354
7.320676,14.114912
7.321174,14.116047
7.321671,14.11609
7.322169,14.1152
7.322666,14.115325
7.323164,14.114859
7.323662,14.114127
7.32416,14.114476
7.324657,14.114688
7.325155,14.114069
7.325653,14.112652
7.326151,14.112139
7.326649,14.113857
7.327146,14.113819
7.327643,14.113178
7.328141,14.113351
7.328639,14.113805
7.329137,14.112961
7.329635,14.112864
7.330132,14.111985
7.33063,14.110887
7.331127,14.110655
7.331625,14.110918
7.332123,14.110588
7.332621,14.110471
7.333118,14.110187
7.333616,14.108994
7.334114,14.109206
7.334612,14.109846
7.33511,14.109116
7.335607,14.111047
7.336104,14.112224
7.336602,14.111925
7.3371,14.111897
7.337598,14.111887
7.338096,14.112087
7.338593,14.111185
7.339091,14.110023
7.339588,14.110714
7.340086,14.111329
7.340584,14.1111
7.341082,14.11077
7.341579,14.111485
7.342077,14.111341
7.342575,14.111543
7.343073,14.111215
7.343571,14.11021
7.344068,14.108714
7.344565,14.109228
7.345063,14.109609
7.345561,14.109805
7.346059,14.109872
7.346557,14.10945
7.347054,14.109217
7.347552,14.10938
7.348049,14.109074
7.348547,14.106238
7.349045,14.10584
7.349543,14.105697
7.35004,14.105953
7.350538,14.107132
7.351036,14.108089
7.351534,14.109179
7.352032,14.110167
7.352529,14.10929
7.353026,14.109611
7.353524,14.108444
7.354022,14.109317
7.35452,14.10942
7.355018,14.108981
7.355515,14.109245
7.356013,14.109088
7.35651,14.109113
7.357008,14.110497
7.357506,14.109708
7.358004,14.108677
7.358501,14.107988
7.358999,14.109495
7.359497,14.109715
7.359995,14.110692
7.360493,14.111083
7.36099,14.112936
7.361487,14.111749
7.361985,14.111968
7.362483,14.112809
7.362981,14.113167
7.363479,14.113381
7.363976,14.112692
7.364474,14.110288
7.364971,14.112056
7.365469,14.110241
7.365967,14.112543
7.366465,14.111731
7.366962,14.111347
7.36746,14.111288
7.367958,14.110937
7.368456,14.111996
7.368954,14.110748
7.369451,14.110271
7.369948,14.109927
7.370446,14.109583
7.370944,14.110824
7.371442,14.108776
7.37194,14.108906
7.372437,14.10747
7.372935,14.109235
7.373432,14.107731
7.37393,14.107457
7.374428,14.106679
7.374926,14.105264
7.375423,14.103415
7.375921,14.103088
7.376419,14.101793
7.376917,14.103594
7.377415,14.103465
7.377912,14.105338
7.378409,14.104292
7.378907,14.104795
7.379405,14.105614
7.379903,14.106046
7.380401,14.10572
7.380898,14.104485
7.381396,14.104877
7.381893,14.105718
7.382391,14.107695
7.382889,14.108294
7.383387,14.108148
7.383884,14.108992
7.384382,14.108654
7.38488,14.109791
7.385378,14.107023
7.385876,14.106898
7.386373,14.107048
7.38687,14.107337
7.387368,14.107397
7.387866,14.107925
7.388364,14.107719
7.388862,14.109511
7.389359,14.108495
7.389857,14.108799
7.390354,14.107691
7.390852,14.107254
7.39135,14.107188
7.391848,14.106384
7.392345,14.10537
7.392843,14.104201
7.393341,14.104533
7.393839,14.104745
7.394337,14.104145
7.394834,14.105692
7.395331,14.105612
7.395829,14.104167
7.396327,14.104654
7.396825,14.104528
7.397323,14.104621
7.39782,14.106172
7.398318,14.107521
7.398815,14.108581
7.399313,14.108876
7.399811,14.109113
7.400309,14.108804
7.400806,14.109798
7.401304,14.110124
7.401802,14.110493
7.4023,14.111141
7.402798,14.111123
7.403295,14.112053
7.403792,14.112489
7.40429,14.112802
7.404788,14.11343
7.405286,14.114672
7.405784,14.116087
7.406281,14.115546
7.406779,14.114436
7.407276,14.113468
7.407774,14.111774
7.408272,14.112209
7.40877,14.11265
7.409267,14.112039
7.409765,14.111754
7.410263,14.111615
7.410761,14.110624
7.411259,14.109443
7.411756,14.108749
7.412253,14.108589
7.412751,14.108966
7.413249,14.108945
7.413747,14.108748
7.414245,14.107308
7.414742,14.105766
7.41524,14.105539
7.415737,14.105123
7.416235,14.103932
7.416733,14.102508
7.417231,14.101993
7.417728,14.10186
7.418226,14.10216
7.418724,14.10353
7.419222,14.104675
7.41972,14.104805
7.420217,14.104803
7.420714,14.10473
7.421212,14.104949
7.42171,14.105678
7.422208,14.106063
7.422706,14.105783
7.423203,14.105936
7.423701,14.106467
7.424198,14.107272
7.424696,14.107805
7.425194,14.107753
7.425692,14.106262
7.426189,14.104753
7.426687,14.105802
7.427185,14.106217
7.427683,14.10541
7.428181,14.104883
7.428678,14.105783
7.429175,14.107124
7.429673,14.107395
7.430171,14.107254
7.430669,14.106965
7.431167,14.107778
7.431664,14.108773
7.432162,14.109081
7.43266,14.109931
7.433157,14.110058
7.433655,14.109954
7.434153,14.109074
7.43465,14.107854
7.435148,14.108264
7.435646,14.109263
7.436144,14.109729
7.436642,14.110185
7.437139,14.110156
7.437636,14.110364
7.438134,14.111759
7.438632,14.112748
7.43913,14.112791
7.439628,14.112314
7.440125,14.112336
7.440623,14.112346
7.441121,14.111624
7.441618,14.11182
7.442116,14.112344
7.442614,14.112355
7.443111,14.112867
7.443609,14.111551
7.444107,14.110315
7.444605,14.110001
7.445103,14.108899
7.4456,14.109519
7.446097,14.109429
7.446595,14.110496
7.447093,14.111219
7.447591,14.11029
7.448089,14.109788
7.448586,14.109174
7.449084,14.108618
7.449582,14.108891
7.450079,14.109235
7.450577,14.109773
7.451075,14.109839
7.451572,14.110793
7.45207,14.112416
7.452568,14.113008
7.453066,14.113335
7.453564,14.113239
7.454061,14.112061
7.454558,14.112277
7.455056,14.111868
7.455554,14.112145
7.456052,14.111266
7.45655,14.111835
7.457047,14.111697
7.457545,14.111364
7.458043,14.111998
7.45854,14.111776
7.459038,14.112459
7.459536,14.111835
7.460033,14.111922
7.460531,14.111061
7.461029,14.109908
7.461527,14.110211
7.462025,14.109833
7.462522,14.109607
7.463019,14.109412
7.463517,14.108547
7.464015,14.108789
7.464513,14.107427
7.465011,14.106388
7.465508,14.104053
7.466006,14.103276
7.466504,14.103496
7.467001,14.102292
7.467499,14.10392
7.467997,14.102794
7.468494,14.101634
7.468992,14.103121
7.46949,14.103967
7.469988,14.106308
7.470486,14.106558
7.470983,14.104504
7.47148,14.104272
7.471978,14.106434
7.472476,14.106311
7.472974,14.108062
7.473472,14.108746
7.473969,14.110398
7.474467,14.10849
7.474965,14.109461
7.475462,14.10743
7.47596,14.105562
7.476458,14.104287
7.476955,14.104235
7.477453,14.103724
7.477951,14.105728
7.478449,14.105443
7.478947,14.107081
7.479444,14.105746
7.479941,14.104246
7.480439,14.104594
7.480937,14.104516
7.481435,14.10275
7.481933,14.10211
7.48243,14.097762
7.482928,14.09704
7.483426,14.097616
7.483923,14.095934
7.484421,14.094144
7.484919,14.094384
7.485416,14.093367
7.485914,14.093416
7.486412,14.089826
7.48691,14.089347
7.487408,14.08747
7.487905,14.090683
7.488402,14.092813
7.4889,14.09401
7.489398,14.093719
7.489896,14.09457
7.490394,14.096278
7.490891,14.098032
7.491389,14.098714
7.491887,14.099359
7.492384,14.099103
7.492882,14.100042
7.49338,14.101956
7.493877,14.103587
7.494375,14.103065
7.494873,14.105722
7.495371,14.106725
7.495869,14.109426
7.496366,14.110878
7.496863,14.111216
7.497361,14.111298
7.497859,14.112255
7.498357,14.111172
7.498855,14.113597
7.499352,14.114462
7.49985,14.116026
7.500348,14.114716
7.500845,14.114032
7.501343,14.113531
7.501841,14.114743
7.502338,14.114547
7.502836,14.113209
7.503334,14.112423
7.503832,14.11226
7.50433,14.111986
7.504827,14.112318
7.505324,14.112062
7.505822,14.112243
7.50632,14.110244
7.506818,14.111031
7.507316,14.111242
7.507813,14.11129
7.508311,14.110622
7.508809,14.109619
7.509306,14.109601
7.509804,14.110324
7.510302,14.11064
7.510799,14.110569
7.511297,14.110729
7.511795,14.110706
7.512293,14.111294
7.512791,14.111238
7.513288,14.112024
7.513785,14.112503
7.514283,14.111508
7.514781,14.110545
7.515279,14.111418
7.515777,14.111359
7.516274,14.110601
7.516772,14.110941
7.51727,14.111843
7.517767,14.11125
7.518265,14.110932
7.518763,14.111641
7.51926,14.11177
7.519758,14.111528
7.520256,14.110685
7.520754,14.110225
7.521252,14.110446
7.521749,14.109949
7.522246,14.108771
7.522744,14.107835
7.523242,14.107496
7.52374,14.108389
7.524238,14.10927
7.524735,14.109225
7.525233,14.109033
7.525731,14.109607
7.526228,14.110915
7.526726,14.112131
7.527224,14.111629
7.527721,14.110967
