E4P1_R_ml,E4P1_R_mAU
5.056083,14.172976
5.056582,14.17303
5.05708,14.171494
5.057579,14.171176
5.058077,14.170757
5.058575,14.171123
5.059074,14.170601
5.059573,14.171812
5.060071,14.171136
5.060569,14.169485
5.061068,14.168547
5.061566,14.166851
5.062065,14.167414
5.062563,14.167674
5.063061,14.169701
5.06356,14.171543
5.064059,14.172822
5.064557,14.171821
5.065055,14.171197
5.065554,14.169872
5.066052,14.170253
5.066551,14.170543
5.06705,14.170209
5.067547,14.168433
5.068046,14.167937
5.068545,14.168605
5.069043,14.169528
5.069541,14.17028
5.07004,14.169831
5.070538,14.169961
5.071037,14.171526
5.071536,14.170985
5.072033,14.170324
5.072532,14.169504
5.073031,14.169827
5.073529,14.170695
5.074028,14.171807
5.074526,14.172438
5.075024,14.173186
5.075523,14.172
5.076022,14.171144
5.076519,14.171718
5.077018,14.170925
5.077517,14.170967
5.078015,14.172924
5.078514,14.173786
5.079012,14.173977
5.07951,14.175102
5.080009,14.177221
5.080508,14.177885
5.081006,14.177334
5.081504,14.176238
5.082003,14.175071
5.082501,14.176017
5.083,14.175875
5.083498,14.175539
5.083996,14.175735
5.084495,14.174415
5.084994,14.174065
5.085492,14.175087
5.08599,14.175244
5.086489,14.175572
5.086987,14.175508
5.087486,14.172862
5.087985,14.170894
5.088482,14.17139
5.088981,14.169065
5.08948,14.168791
5.089978,14.170135
5.090477,14.170489
5.090975,14.169528
5.091473,14.167569
5.091972,14.166046
5.092471,14.165405
5.092968,14.165758
5.093467,14.164803
5.093966,14.164437
5.094464,14.166224
5.094963,14.167155
5.095461,14.167779
5.095959,14.168339
5.096458,14.167753
5.096957,14.168593
5.097455,14.168069
5.097953,14.167617
5.098452,14.167275
5.09895,14.167679
5.099449,14.169067
5.099947,14.172599
5.100445,14.174343
5.100944,14.175351
5.101443,14.176379
5.101941,14.176138
5.102439,14.174436
5.102938,14.172202
5.103436,14.173534
5.103935,14.175832
5.104434,14.177507
5.104931,14.178249
5.10543,14.177713
5.105929,14.179685
5.106427,14.178238
5.106925,14.177942
5.107424,14.178945
5.107922,14.178937
5.108421,14.178698
5.10892,14.179008
5.109417,14.178985
5.109916,14.181112
5.110415,14.179342
5.110913,14.180178
5.111412,14.179346
5.11191,14.179126
5.112408,14.177749
5.112907,14.177015
5.113406,14.174409
5.113904,14.176724
5.114402,14.178189
5.114901,14.179871
5.115399,14.18115
5.115898,14.179558
5.116396,14.178143
5.116894,14.178234
5.117393,14.175633
5.117892,14.175508
5.11839,14.172923
5.118888,14.174777
5.119387,14.17416
5.119885,14.173119
5.120384,14.171574
5.120883,14.171186
5.12138,14.168399
5.121879,14.168413
5.122378,14.167056
5.122876,14.167353
5.123374,14.167077
5.123873,14.167064
5.124371,14.1671
5.12487,14.166374
5.125369,14.164892
5.125866,14.16718
5.126365,14.165037
5.126864,14.164776
5.127362,14.164513
5.127861,14.163305
5.128359,14.163696
5.128857,14.163877
5.129356,14.163555
5.129855,14.165674
5.130352,14.165526
5.130851,14.164887
5.13135,14.16294
5.131848,14.163008
5.132347,14.162306
5.132845,14.164496
5.133343,14.16498
5.133842,14.166984
5.134341,14.16593
5.134839,14.166939
5.135337,14.166353
5.135836,14.165604
5.136334,14.16608
5.136833,14.165392
5.137331,14.164525
5.137829,14.165174
5.138328,14.164123
5.138827,14.16425
5.139325,14.162949
5.139823,14.16319
5.140322,14.164236
5.14082,14.164138
5.141319,14.164015
5.141818,14.163408
5.142315,14.162751
5.142814,14.16405
5.143313,14.16665
5.143811,14.167364
5.14431,14.167552
5.144808,14.168588
5.145306,14.168888
5.145805,14.167196
5.146304,14.16608
5.146801,14.165758
5.1473,14.166427
5.147799,14.167143
5.148297,14.168258
5.148796,14.168076
5.149294,14.16646
5.149792,14.166326
5.150291,14.167943
5.15079,14.168518
5.151288,14.167525
5.151786,14.167954
5.152285,14.16769
5.152783,14.167534
5.153282,14.168966
5.15378,14.169879
5.154278,14.170403
5.154777,14.169478
5.155276,14.167137
5.155774,14.165915
5.156272,14.166476
5.156771,14.166378
5.157269,14.165834
5.157768,14.165709
5.158267,14.165351
5.158764,14.164544
5.159263,14.16304
5.159762,14.161754
5.16026,14.161424
5.160758,14.16148
5.161257,14.162295
5.161755,14.16381
5.162254,14.164359
5.162753,14.163909
5.16325,14.163565
5.163749,14.164336
5.164248,14.164112
5.164746,14.164525
5.165245,14.163851
5.165743,14.162044
5.166241,14.161156
5.16674,14.161814
5.167239,14.162213
5.167737,14.16223
5.168235,14.160998
5.168734,14.160743
5.169232,14.160249
5.169731,14.159298
5.170229,14.158859
5.170727,14.159513
5.171226,14.162125
5.171725,14.163683
5.172223,14.163806
5.172721,14.164087
5.17322,14.163511
5.173718,14.163307
5.174217,14.162956
5.174716,14.163733
5.175213,14.16237
5.175712,14.162518
5.176211,14.162043
5.176709,14.161613
5.177207,14.161118
5.177706,14.161452
5.178204,14.162544
5.178703,14.16328
5.179202,14.163646
5.179699,14.163939
5.180198,14.164253
5.180697,14.166193
5.181195,14.167626
5.181694,14.170369
5.182192,14.171082
5.18269,14.171609
5.183189,14.17281
5.183688,14.171763
5.184186,14.172499
5.184684,14.173594
5.185183,14.174291
5.185681,14.174652
5.18618,14.174723
5.186678,14.175647
5.187176,14.175674
5.187675,14.177625
5.188174,14.177306
5.188672,14.177365
5.18917,14.179331
5.189669,14.180226
5.190167,14.18053
5.190666,14.179608
5.191164,14.179728
5.191662,14.178818
5.192161,14.178143
5.19266,14.17853
5.193158,14.179034
5.193656,14.178129
5.194155,14.175426
5.194653,14.17307
5.195152,14.17272
5.195651,14.171696
5.196148,14.170035
5.196647,14.170091
5.197146,14.17065
5.197644,14.169988
5.198143,14.170822
5.198641,14.170758
5.199139,14.171274
5.199638,14.170122
5.200137,14.170321
5.200634,14.169984
5.201133,14.170849
5.201632,14.171331
5.20213,14.170032
5.202629,14.169321
5.203127,14.169788
5.203625,14.170115
5.204124,14.170808
5.204623,14.171942
5.205121,14.171049
5.205619,14.170592
5.206118,14.172474
5.206616,14.173895
5.207115,14.175642
5.207613,14.175827
5.208111,14.177865
5.20861,14.179953
5.209109,14.180022
5.209607,14.179356
5.210105,14.179955
5.210604,14.178553
5.211102,14.17974
5.211601,14.18
5.2121,14.180552
5.212597,14.179384
5.213096,14.180178
5.213595,14.179713
5.214093,14.177971
5.214592,14.17707
5.21509,14.175718
5.215588,14.175896
5.216087,14.176184
5.216586,14.174395
5.217083,14.175245
5.217582,14.175477
5.218081,14.173967
5.218579,14.17239
5.219078,14.172396
5.219576,14.171258
5.220074,14.171725
5.220573,14.170002
5.221072,14.167995
5.22157,14.167287
5.222068,14.167273
5.222567,14.167381
5.223065,14.167369
5.223564,14.166903
5.224062,14.167243
5.22456,14.166166
5.225059,14.165711
5.225558,14.164838
5.226056,14.166427
5.226554,14.16825
5.227053,14.168419
5.227551,14.168565
5.22805,14.167244
5.228549,14.165372
5.229046,14.164891
5.229545,14.16445
5.230044,14.164309
5.230542,14.164305
5.23104,14.164214
5.231539,14.162854
5.232037,14.161344
5.232536,14.159669
5.233035,14.160619
5.233532,14.162571
5.234031,14.162927
5.23453,14.161099
5.235028,14.159594
5.235527,14.158731
5.236025,14.156674
5.236523,14.155076
5.237022,14.154941
5.237521,14.15568
5.238019,14.156518
5.238517,14.156441
5.239016,14.155736
5.239514,14.15509
5.240013,14.153968
5.240511,14.154392
5.241009,14.15578
5.241508,14.154959
5.242007,14.154085
5.242505,14.153988
5.243003,14.154032
5.243502,14.154619
5.244,14.154912
5.244499,14.155152
5.244998,14.156494
5.245495,14.156133
5.245994,14.155807
5.246493,14.153776
5.246991,14.155087
5.247489,14.155568
5.247988,14.155399
5.248486,14.156245
5.248985,14.157369
5.249484,14.158111
5.249981,14.15791
5.25048,14.156561
5.250979,14.154807
5.251477,14.151849
5.251976,14.151844
5.252474,14.150684
5.252972,14.152755
5.253471,14.150119
5.25397,14.150408
5.254467,14.151413
5.254966,14.150865
5.255465,14.150523
5.255963,14.149376
5.256462,14.148802
5.25696,14.149087
5.257458,14.14854
5.257957,14.14766
5.258456,14.145717
5.258954,14.145468
5.259452,14.143445
5.259951,14.144901
5.260449,14.144896
5.260948,14.145004
5.261446,14.142945
5.261944,14.142396
5.262443,14.143379
5.262942,14.143322
5.26344,14.142104
5.263938,14.143464
5.264437,14.142948
5.264935,14.143198
5.265434,14.142262
5.265933,14.14451
5.26643,14.143552
5.266929,14.143635
5.267428,14.145188
5.267926,14.144498
5.268425,14.143661
5.268923,14.143029
5.269421,14.144259
5.26992,14.144342
5.270419,14.144032
5.270916,14.143382
5.271415,14.142528
5.271914,14.142068
5.272412,14.139704
5.272911,14.140892
5.273409,14.141154
5.273907,14.144359
5.274406,14.143497
5.274905,14.14546
5.275403,14.147134
5.275901,14.149513
5.2764,14.149362
5.276898,14.151155
5.277397,14.154025
5.277895,14.154754
5.278393,14.155402
5.278892,14.15715
5.279391,14.157427
5.279889,14.158497
5.280387,14.160305
5.280886,14.162256
5.281384,14.16305
5.281883,14.16404
5.282382,14.164908
5.282879,14.165779
5.283378,14.166686
5.283877,14.16808
5.284375,14.168012
5.284873,14.168633
5.285372,14.167902
5.28587,14.16717
5.286369,14.16622
5.286868,14.166441
5.287365,14.164719
5.287864,14.164857
5.288363,14.164591
5.288861,14.165189
5.28936,14.165013
5.289858,14.164563
5.290356,14.162794
5.290855,14.162576
5.291354,14.162403
5.291852,14.162111
5.29235,14.162532
5.292849,14.163925
5.293347,14.163634
5.293846,14.161705
5.294344,14.160625
5.294842,14.162165
5.295341,14.163277
5.29584,14.165144
5.296338,14.164523
5.296836,14.165737
5.297335,14.167336
5.297833,14.168829
5.298332,14.168887
5.298831,14.169912
5.299328,14.170726
5.299827,14.171604
5.300326,14.171751
5.300824,14.170252
5.301322,14.169559
5.301821,14.168358
5.302319,14.167406
5.302818,14.167363
5.303317,14.167279
5.303814,14.166684
5.304313,14.166391
5.304812,14.166166
5.30531,14.165068
5.305809,14.164183
5.306307,14.164971
5.306805,14.166093
5.307304,14.164426
5.307803,14.162473
5.3083,14.161982
5.308799,14.161399
5.309298,14.160728
5.309796,14.159833
5.310295,14.159814
5.310793,14.159823
5.311291,14.158968
5.31179,14.158782
5.312289,14.157605
5.312787,14.155786
5.313285,14.156252
5.313784,14.156538
5.314282,14.156927
5.314781,14.157641
5.315279,14.158286
5.315777,14.159398
5.316276,14.160026
5.316775,14.159732
5.317273,14.15989
5.317771,14.159651
5.31827,14.158472
5.318768,14.158153
5.319267,14.158467
5.319766,14.159154
5.320263,14.158756
5.320762,14.158224
5.321261,14.158738
5.321759,14.160292
5.322258,14.159847
5.322756,14.158202
5.323254,14.157411
5.323753,14.156799
5.324252,14.155446
5.324749,14.156159
5.325248,14.157794
5.325747,14.157809
5.326245,14.157991
5.326744,14.15797
5.327242,14.156422
5.32774,14.156702
5.328239,14.157149
5.328738,14.158328
5.329236,14.159276
5.329734,14.159101
5.330233,14.160651
5.330731,14.162215
5.33123,14.163103
5.331728,14.16405
5.332226,14.163893
5.332725,14.163676
5.333224,14.163035
5.333722,14.164212
5.33422,14.164104
5.334719,14.165398
5.335217,14.164639
5.335716,14.164877
5.336215,14.165491
5.336712,14.16551
5.337211,14.166106
5.33771,14.16566
5.338208,14.166511
5.338706,14.166538
5.339205,14.165741
5.339703,14.16788
5.340202,14.1682
5.340701,14.167808
5.341198,14.16587
5.341697,14.165703
5.342196,14.166615
5.342694,14.164807
5.343193,14.163927
5.343691,14.163095
5.344189,14.161126
5.344688,14.162991
5.345187,14.163964
5.345685,14.165286
5.346183,14.163662
5.346682,14.16324
5.34718,14.163602
5.347679,14.165318
5.348177,14.164412
5.348675,14.1659
5.349174,14.167286
5.349673,14.165436
5.350171,14.164793
5.350669,14.16411
5.351168,14.163297
5.351666,14.163676
5.352165,14.164609
5.352664,14.162694
5.353161,14.161605
5.35366,14.160522
5.354159,14.162246
5.354657,14.160864
5.355155,14.160169
5.355654,14.159458
5.356152,14.160759
5.356651,14.159702
5.35715,14.160509
5.357647,14.159694
5.358146,14.160465
5.358645,14.16066
5.359143,14.161034
5.359642,14.162276
5.36014,14.161958
5.360638,14.161415
5.361137,14.161516
5.361636,14.159919
5.362134,14.15932
5.362632,14.160298
5.363131,14.161975
5.363629,14.161642
5.364128,14.161988
5.364626,14.16026
5.365124,14.159052
5.365623,14.158449
5.366122,14.159818
5.36662,14.15965
5.367118,14.160462
5.367617,14.160642
5.368115,14.162419
5.368614,14.161157
5.369112,14.161328
5.36961,14.161019
5.370109,14.160749
5.370608,14.159787
5.371106,14.157104
5.371604,14.157921
5.372103,14.157376
5.372601,14.155847
5.3731,14.154826
5.373599,14.154253
5.374096,14.15502
5.374595,14.155399
5.375094,14.155686
5.375592,14.15586
5.376091,14.15703
5.376589,14.158744
5.377087,14.161263
5.377586,14.16217
5.378085,14.16274
5.378582,14.16152
5.379081,14.160383
5.37958,14.160162
5.380078,14.158011
5.380577,14.155356
5.381075,14.154214
5.381573,14.154276
5.382072,14.15564
5.382571,14.155793
5.383069,14.156615
5.383567,14.158481
5.384066,14.158666
5.384564,14.159101
5.385063,14.159891
5.385561,14.160257
5.386059,14.159594
5.386558,14.159054
5.387057,14.158617
5.387555,14.158092
5.388053,14.157366
5.388552,14.156566
5.38905,14.155614
5.389549,14.155773
5.390048,14.157527
5.390545,14.157519
5.391044,14.157781
5.391543,14.158193
5.392041,14.15818
5.39254,14.160678
5.393038,14.163963
5.393536,14.165732
5.394035,14.165368
5.394534,14.164023
5.395031,14.163654
5.39553,14.16426
5.396029,14.164693
5.396527,14.164302
5.397026,14.163798
5.397524,14.16413
5.398022,14.16548
5.398521,14.166718
5.39902,14.16706
5.399518,14.167235
5.400016,14.167764
5.400515,14.167893
5.401013,14.167359
5.401512,14.166533
5.40201,14.165147
5.402508,14.165347
5.403007,14.166723
5.403506,14.167545
5.404004,14.168472
5.404502,14.169613
5.405001,14.169396
5.405499,14.167635
5.405998,14.167724
5.406497,14.168558
5.406994,14.170077
5.407493,14.172573
5.407992,14.173157
5.40849,14.172644
5.408988,14.172935
5.409487,14.173318
5.409985,14.173735
5.410484,14.173593
5.410983,14.173527
5.41148,14.172499
5.411979,14.170628
5.412478,14.170074
5.412976,14.169407
5.413475,14.170136
5.413973,14.171747
5.414471,14.17312
5.41497,14.172521
5.415469,14.170373
5.415967,14.168604
5.416465,14.167906
5.416964,14.167098
5.417462,14.166271
5.417961,14.167324
5.418459,14.167242
5.418957,14.167456
5.419456,14.167055
5.419955,14.165291
5.420453,14.165672
5.420951,14.165947
5.42145,14.164694
5.421948,14.163794
5.422447,14.162763
5.422945,14.161592
5.423443,14.162511
5.423942,14.162615
5.424441,14.164696
5.424939,14.164923
5.425437,14.162784
5.425936,14.161859
5.426434,14.160094
5.426933,14.158302
5.427432,14.159896
5.427929,14.158464
5.428428,14.159738
5.428927,14.159413
5.429425,14.159759
5.429924,14.159683
5.430422,14.160384
5.43092,14.160124
5.431419,14.160563
5.431918,14.159803
5.432415,14.159511
5.432914,14.159266
5.433413,14.15801
5.433911,14.159852
5.43441,14.161209
5.434908,14.1631
5.435406,14.163795
5.435905,14.164498
5.436403,14.165536
5.436902,14.165545
5.4374,14.166408
5.437898,14.169093
5.438397,14.16743
5.438896,14.167968
5.439394,14.167601
5.439892,14.166743
5.440391,14.169501
5.440889,14.168607
5.441388,14.167339
5.441886,14.166508
5.442384,14.166152
5.442883,14.165926
5.443382,14.165462
5.44388,14.164524
5.444378,14.165464
5.444877,14.165502
5.445375,14.165452
5.445874,14.168368
5.446373,14.1674
5.44687,14.167247
5.447369,14.166342
5.447868,14.168379
5.448366,14.168745
5.448864,14.168201
5.449363,14.167742
5.449861,14.16723
5.45036,14.166169
5.450859,14.167864
5.451356,14.16773
5.451855,14.168153
5.452354,14.168689
5.452852,14.169107
5.453351,14.168711
5.453849,14.169019
5.454347,14.170146
5.454846,14.171211
5.455345,14.168967
5.455842,14.168253
5.456341,14.167625
5.45684,14.167918
5.457338,14.167883
5.457837,14.167415
5.458335,14.165822
5.458833,14.164378
5.459332,14.16348
5.459831,14.162901
5.460329,14.162902
5.460827,14.161842
5.461326,14.160487
5.461824,14.160426
5.462323,14.160302
5.462821,14.159889
5.463319,14.159835
5.463818,14.159187
5.464317,14.158724
5.464815,14.158139
5.465313,14.157322
5.465812,14.156954
5.46631,14.158677
5.466809,14.159226
5.467308,14.158748
5.467805,14.159072
5.468304,14.159493
5.468803,14.15972
5.469301,14.159316
5.4698,14.159155
5.470298,14.160885
5.470796,14.161518
5.471295,14.161098
5.471794,14.160304
5.472291,14.160088
5.47279,14.159936
5.473289,14.158645
5.473787,14.158216
5.474286,14.158777
5.474784,14.160093
5.475282,14.162101
5.475781,14.16502
5.47628,14.166448
5.476778,14.167695
5.477276,14.16924
5.477775,14.171026
5.478273,14.171834
5.478772,14.171327
5.47927,14.17004
5.479768,14.168695
5.480267,14.168977
5.480766,14.171
5.481264,14.172434
5.481762,14.17358
5.482261,14.173792
5.482759,14.173124
5.483258,14.173289
5.483757,14.175316
5.484254,14.177375
5.484753,14.178777
5.485252,14.178451
5.48575,14.178986
5.486248,14.178754
5.486747,14.178066
5.487245,14.176641
5.487744,14.175214
5.488243,14.173728
5.48874,14.174185
5.489239,14.173892
5.489738,14.173095
5.490236,14.171807
5.490735,14.17073
5.491233,14.169108
5.491731,14.169781
5.49223,14.171553
5.492729,14.171781
5.493227,14.171209
5.493725,14.1713
5.494224,14.171104
5.494722,14.170406
5.495221,14.16974
5.495719,14.169
5.496217,14.167005
5.496716,14.166251
5.497215,14.16436
5.497713,14.163983
5.498211,14.163151
5.49871,14.163857
5.499208,14.163968
5.499707,14.165134
5.500206,14.164539
5.500703,14.164379
5.501202,14.163982
5.501701,14.164786
5.502199,14.16421
5.502697,14.16387
5.503196,14.164948
5.503694,14.167361
5.504193,14.167392
5.504692,14.167051
5.505189,14.166892
5.505688,14.165848
5.506187,14.163485
5.506685,14.163054
5.507184,14.162188
5.507682,14.163092
5.50818,14.163263
5.508679,14.163067
5.509178,14.163036
5.509676,14.1636
5.510174,14.164412
5.510673,14.165195
5.511171,14.165223
5.51167,14.164364
5.512168,14.164178
5.512666,14.161013
5.513165,14.161885
5.513664,14.160907
5.514162,14.160678
5.51466,14.160086
5.515159,14.160323
5.515657,14.159388
5.516156,14.158569
5.516654,14.157367
5.517152,14.159999
5.517651,14.158226
5.51815,14.157574
5.518648,14.158874
5.519146,14.160282
5.519645,14.16231
5.520143,14.163568
5.520642,14.162734
5.521141,14.163146
5.521638,14.163229
5.522137,14.162581
5.522636,14.163218
5.523134,14.162794
5.523633,14.162443
5.524131,14.162508
5.524629,14.162837
5.525128,14.165233
5.525627,14.165298
5.526124,14.165765
5.526623,14.166757
5.527122,14.166331
5.52762,14.166507
5.528119,14.166383
5.528617,14.166998
5.529115,14.168372
5.529614,14.167212
5.530113,14.169737
5.530611,14.169978
5.531109,14.169863
5.531608,14.169755
5.532106,14.168504
5.532605,14.168411
5.533103,14.168939
5.533601,14.168469
5.5341,14.169067
5.534599,14.1699
5.535097,14.169258
5.535595,14.170098
5.536094,14.171898
5.536592,14.171838
5.537091,14.171614
5.53759,14.171368
5.538087,14.17111
5.538586,14.171878
5.539085,14.172567
5.539583,14.174156
5.540082,14.175872
5.54058,14.177695
5.541078,14.177358
5.541577,14.175665
5.542076,14.172818
5.542573,14.169014
5.543072,14.167997
5.543571,14.166633
5.544069,14.165977
5.544568,14.165514
5.545066,14.165088
5.545564,14.164129
5.546063,14.164543
5.546562,14.164879
5.54706,14.164283
5.547558,14.164358
5.548057,14.163384
5.548555,14.163811
5.549054,14.164836
5.549552,14.16443
5.55005,14.165565
5.550549,14.166451
5.551048,14.165244
5.551546,14.164068
5.552044,14.164011
5.552543,14.16348
5.553041,14.163514
5.55354,14.163355
5.554039,14.163786
5.554536,14.165408
5.555035,14.16678
5.555534,14.167623
5.556032,14.168639
5.55653,14.170043
5.557029,14.170405
5.557527,14.170937
5.558026,14.171917
5.558525,14.171428
5.559022,14.17054
5.559521,14.170135
5.56002,14.170229
5.560518,14.169022
5.561017,14.167456
5.561515,14.167502
5.562013,14.167734
5.562512,14.167127
5.563011,14.166385
5.563509,14.166037
5.564007,14.165779
5.564506,14.163939
5.565004,14.164139
5.565503,14.163992
5.566001,14.163485
5.566499,14.164296
5.566998,14.164526
5.567497,14.164461
5.567995,14.164448
5.568493,14.164774
5.568992,14.164087
5.56949,14.162959
5.569989,14.162726
5.570487,14.160667
5.570985,14.161901
5.571484,14.161197
5.571983,14.161756
5.572481,14.160202
5.572979,14.159219
5.573478,14.1597
5.573976,14.15913
5.574475,14.160125
5.574974,14.159331
5.575471,14.158659
5.57597,14.158329
5.576469,14.15725
5.576967,14.157779
5.577466,14.155391
5.577964,14.153244
5.578462,14.152486
5.578961,14.150934
5.57946,14.150195
5.579957,14.151627
5.580456,14.150681
5.580955,14.150352
5.581453,14.150383
5.581952,14.149817
5.58245,14.148702
5.582948,14.148686
5.583447,14.145545
5.583946,14.145066
5.584444,14.144642
5.584942,14.146665
5.585441,14.146351
5.585939,14.148823
5.586438,14.147739
5.586936,14.147644
5.587434,14.146135
5.587933,14.146577
5.588432,14.144529
5.58893,14.146919
5.589428,14.146125
5.589927,14.14717
5.590425,14.146445
5.590924,14.14714
5.591423,14.147814
5.59192,14.147648
5.592419,14.14813
5.592918,14.150623
5.593416,14.150967
5.593915,14.152147
5.594413,14.152317
5.594911,14.154066
5.59541,14.155702
5.595909,14.157728
5.596406,14.1584
5.596905,14.158364
5.597404,14.158481
5.597902,14.159416
5.598401,14.158694
5.598899,14.159984
5.599397,14.157994
5.599896,14.158994
5.600395,14.158738
5.600893,14.160629
5.601391,14.159826
5.60189,14.160759
5.602388,14.162066
5.602887,14.163651
5.603385,14.164604
5.603883,14.165105
5.604382,14.165212
5.604881,14.163536
5.605379,14.161285
5.605877,14.159998
5.606376,14.159396
5.606874,14.15925
5.607373,14.158834
5.607872,14.158323
5.608369,14.157452
5.608868,14.157502
5.609367,14.157219
5.609865,14.157323
5.610363,14.15811
5.610862,14.158175
5.61136,14.158358
5.611859,14.159352
5.612358,14.160958
5.612855,14.162707
5.613354,14.163677
5.613853,14.164978
5.614351,14.164553
5.61485,14.165962
5.615348,14.165942
5.615846,14.165241
5.616345,14.165513
5.616844,14.16577
5.617342,14.166463
5.61784,14.16776
5.618339,14.169449
5.618837,14.171105
5.619336,14.172166
5.619834,14.172633
5.620332,14.172725
5.620831,14.173013
5.62133,14.173764
5.621828,14.174907
5.622326,14.175782
5.622825,14.174611
5.623323,14.17313
5.623822,14.172248
5.624321,14.171508
5.624818,14.170754
5.625317,14.168994
5.625816,14.167318
5.626314,14.166169
5.626812,14.166378
5.627311,14.165737
5.627809,14.163841
5.628308,14.163114
5.628807,14.162814
5.629304,14.162024
5.629803,14.161785
5.630302,14.16222
5.6308,14.161835
5.631299,14.159842
5.631797,14.158239
5.632295,14.157508
5.632794,14.157825
5.633293,14.158276
5.63379,14.157718
5.634289,14.156952
5.634788,14.156615
5.635286,14.157342
5.635785,14.158694
5.636283,14.159536
5.636781,14.161109
5.63728,14.16212
5.637779,14.16239
5.638277,14.161642
5.638775,14.16153
5.639274,14.161334
5.639772,14.16217
5.640271,14.163163
5.640769,14.164743
5.641267,14.164667
5.641766,14.16564
5.642265,14.164455
5.642763,14.163609
5.643261,14.16293
5.64376,14.16511
5.644258,14.16678
5.644757,14.167169
5.645256,14.165753
5.645753,14.165945
5.646252,14.16599
5.646751,14.166086
5.647249,14.166233
5.647748,14.165654
5.648246,14.163752
5.648744,14.163456
5.649243,14.162902
5.649742,14.16305
5.650239,14.162995
5.650738,14.163195
5.651237,14.162369
5.651735,14.161835
5.652234,14.161971
5.652732,14.161736
5.65323,14.160645
5.653729,14.161289
5.654228,14.160581
5.654726,14.159998
5.655224,14.159409
5.655723,14.161128
5.656221,14.158586
5.65672,14.156675
5.657218,14.157079
5.657716,14.157677
5.658215,14.156476
5.658714,14.155749
5.659212,14.156165
5.65971,14.156271
5.660209,14.157597
5.660707,14.159465
5.661206,14.158784
5.661705,14.157645
5.662202,14.156443
5.662701,14.157386
5.6632,14.157763
5.663698,14.160689
5.664196,14.160004
5.664695,14.158559
5.665193,14.157612
5.665692,14.157633
5.666191,14.158135
5.666688,14.158974
5.667187,14.161174
5.667686,14.160178
5.668184,14.158617
5.668683,14.161617
5.669181,14.163995
5.669679,14.164019
5.670178,14.163569
5.670677,14.163437
5.671175,14.163649
5.671673,14.164019
5.672172,14.163991
5.67267,14.164742
5.673169,14.163937
5.673667,14.161901
5.674165,14.164466
5.674664,14.165924
5.675163,14.166257
5.675661,14.165506
5.676159,14.164805
5.676658,14.163594
5.677156,14.163522
5.677655,14.163722
5.678154,14.16469
5.678651,14.164588
5.67915,14.163062
5.679649,14.162072
5.680147,14.162409
5.680645,14.162686
5.681144,14.162473
5.681642,14.159739
5.682141,14.159406
5.68264,14.160499
5.683137,14.161455
5.683636,14.160329
5.684135,14.16065
5.684633,14.158651
5.685132,14.157451
5.68563,14.157252
5.686128,14.157643
5.686627,14.155383
5.687126,14.154623
5.687624,14.155378
5.688122,14.155851
5.688621,14.155868
5.689119,14.156225
5.689618,14.156754
5.690116,14.156847
5.690614,14.156576
5.691113,14.156498
5.691612,14.157192
5.69211,14.157496
5.692608,14.156336
5.693107,14.156973
5.693605,14.156242
5.694104,14.155928
5.694602,14.153843
5.6951,14.152954
5.695599,14.153304
5.696098,14.15528
5.696596,14.155729
5.697094,14.157307
5.697593,14.157514
5.698091,14.15749
5.69859,14.157357
5.699089,14.156621
5.699586,14.156488
5.700085,14.156075
5.700584,14.156539
5.701082,14.157798
5.701581,14.157752
5.702079,14.158081
5.702577,14.156759
5.703076,14.156484
5.703575,14.156991
5.704072,14.157131
5.704571,14.158241
5.70507,14.160463
5.705568,14.161768
5.706067,14.16272
5.706565,14.163204
5.707063,14.163995
5.707562,14.163939
5.708061,14.162558
5.708559,14.161334
5.709057,14.160864
5.709556,14.160112
5.710054,14.160431
5.710553,14.159971
5.711051,14.160582
5.711549,14.162339
5.712048,14.162907
5.712547,14.163356
5.713045,14.162854
5.713543,14.1613
5.714042,14.160487
5.71454,14.160955
5.715039,14.161075
5.715538,14.16138
5.716035,14.16182
5.716534,14.161599
5.717033,14.16132
5.717531,14.159432
5.718029,14.158039
5.718528,14.157694
5.719026,14.157168
5.719525,14.156969
5.720024,14.156563
5.720521,14.156483
5.72102,14.15622
5.721519,14.155978
5.722017,14.156266
5.722516,14.156356
5.723014,14.156682
5.723512,14.157656
5.724011,14.156238
5.72451,14.155079
5.725008,14.155293
5.725506,14.154756
5.726005,14.155467
5.726503,14.156982
5.727002,14.156755
5.7275,14.155646
5.727998,14.157523
5.728497,14.154704
5.728996,14.154423
5.729494,14.154711
5.729992,14.155192
5.730491,14.154262
5.730989,14.153398
5.731488,14.154052
5.731987,14.154862
5.732484,14.155673
5.732983,14.156985
5.733482,14.158757
5.73398,14.158624
5.734478,14.158936
5.734977,14.159028
5.735475,14.159707
5.735974,14.159587
5.736473,14.159594
5.73697,14.161967
5.737469,14.16104
5.737968,14.161695
5.738466,14.162233
5.738965,14.161421
5.739463,14.161752
5.739961,14.162487
5.74046,14.161401
5.740959,14.163289
5.741457,14.162534
5.741955,14.16044
5.742454,14.160805
5.742952,14.16239
5.743451,14.162681
5.743949,14.162303
5.744447,14.16245
5.744946,14.160713
5.745445,14.159477
5.745943,14.158023
5.746441,14.158031
5.74694,14.157965
5.747438,14.158181
5.747937,14.158873
5.748435,14.159471
5.748933,14.16094
5.749432,14.158819
5.749931,14.159027
5.750429,14.158123
5.750927,14.156652
5.751426,14.157557
5.751924,14.156858
5.752423,14.157804
