E2P2_N_ml,E2P2_N_mAU,E2P2_R_ml,E2P2_R_mAU,E3P3_N_ml,E3P3_N_mAU,E3P3_R_ml,E3P3_R_mAU,E4P1_N_ml,E4P1_N_mAU,E4P1_R_ml,E4P1_R_mAU
5.366951,0.509127,5.30232,0.336702,6.093148,0.643229,-9.748954,0.579467,4.234899,14.114594,4.241112,14.190096
5.367775,0.50908,5.303106,0.336604,6.093976,0.64322,-9.748455,0.580007,4.235396,14.116067,4.24161,14.188613
5.3686,0.508127,5.303893,0.337988,6.094803,0.643592,-9.747956,0.579834,4.235894,14.118721,4.242109,14.187898
5.369425,0.507597,5.30468,0.339617,6.09563,0.643839,-9.747458,0.580398,4.236392,14.119507,4.242608,14.187587
5.37025,0.507554,5.305466,0.341093,6.096457,0.643056,-9.746958,0.579966,4.236889,14.117398,4.243105,14.189183
5.371075,0.507142,5.306252,0.340234,6.097285,0.643486,-9.746459,0.578001,4.237387,14.116392,4.243604,14.192082
5.3719,0.506388,5.307039,0.338113,6.098112,0.643524,-9.74596,0.577729,4.237885,14.118377,4.244103,14.189671
5.372725,0.50882,5.307826,0.337518,6.098939,0.644379,-9.745461,0.578387,4.238382,14.116558,4.244601,14.187393
5.373549,0.509179,5.308613,0.336637,6.099767,0.645932,-9.744963,0.578314,4.23888,14.117223,4.2451,14.188137
5.374374,0.50952,5.3094,0.336502,6.100594,0.646258,-9.744463,0.578416,4.239378,14.117721,4.245598,14.188042
5.375199,0.510926,5.310185,0.337758,6.101421,0.64706,-9.743964,0.57944,4.239876,14.117496,4.246096,14.189713
5.376024,0.511265,5.310972,0.338089,6.102249,0.647997,-9.743465,0.579752,4.240374,14.117054,4.246595,14.188246
5.376849,0.510528,5.311759,0.340168,6.103076,0.64698,-9.742966,0.578402,4.24087,14.117074,4.247094,14.191914
5.377674,0.510144,5.312546,0.338427,6.103903,0.647566,-9.742467,0.576347,4.241368,14.116622,4.247591,14.19099
5.378499,0.511452,5.313333,0.338948,6.104731,0.646624,-9.741968,0.57452,4.241866,14.116159,4.24809,14.189679
5.379324,0.510234,5.314119,0.338981,6.105558,0.646893,-9.741468,0.573456,4.242364,14.115104,4.248589,14.190306
5.380149,0.508576,5.314906,0.338113,6.106385,0.647042,-9.740971,0.574597,4.242862,14.115936,4.249087,14.19059
5.380974,0.50784,5.315692,0.336315,6.107213,0.644721,-9.740471,0.576227,4.24336,14.117018,4.249586,14.188353
5.381799,0.507007,5.316479,0.336483,6.10804,0.64283,-9.739972,0.576442,4.243857,14.117144,4.250084,14.190557
5.382623,0.507672,5.317266,0.336198,6.108867,0.645378,-9.739473,0.575256,4.244355,14.117714,4.250582,14.189857
5.383448,0.509116,5.318052,0.336273,6.109694,0.643659,-9.738974,0.5745,4.244853,14.120018,4.251081,14.189492
5.384273,0.509634,5.318839,0.335441,6.110521,0.644982,-9.738476,0.574773,4.24535,14.121151,4.25158,14.187819
5.385098,0.507427,5.319626,0.334456,6.111349,0.643584,-9.737976,0.575523,4.245848,14.120738,4.252078,14.187126
5.385923,0.506026,5.320412,0.334175,6.112176,0.643137,-9.737477,0.577719,4.246346,14.120552,4.252576,14.187837
5.386748,0.504993,5.321198,0.333337,6.113003,0.643795,-9.736979,0.579461,4.246843,14.1203,4.253075,14.186802
5.387573,0.505527,5.321985,0.333808,6.113831,0.645202,-9.736479,0.580037,4.247341,14.119356,4.253573,14.187149
5.388398,0.506086,5.322772,0.333835,6.114658,0.644257,-9.73598,0.58122,4.247839,14.118068,4.254072,14.188239
5.389223,0.505456,5.323559,0.334933,6.115485,0.644496,-9.735481,0.581824,4.248337,14.117025,4.25457,14.188996
5.390048,0.504584,5.324346,0.334084,6.116313,0.645296,-9.734982,0.580494,4.248835,14.115911,4.255068,14.189309
5.390872,0.5035,5.325131,0.332258,6.11714,0.646321,-9.734484,0.579621,4.249331,14.116995,4.255567,14.188635
5.391697,0.503883,5.325918,0.330524,6.117967,0.643036,-9.733984,0.580152,4.249829,14.117797,4.256066,14.188275
5.392522,0.504897,5.326705,0.329858,6.118794,0.641374,-9.733485,0.58054,4.250327,14.116553,4.256564,14.18788
5.393347,0.505116,5.327492,0.331199,6.119622,0.640807,-9.732986,0.580401,4.250825,14.117707,4.257062,14.189109
5.394172,0.504867,5.328279,0.332958,6.120449,0.638616,-9.732487,0.580534,4.251323,14.117456,4.257561,14.187976
5.394997,0.503315,5.329065,0.33386,6.121276,0.638093,-9.731988,0.580101,4.251821,14.117414,4.258059,14.188547
5.395822,0.502268,5.329852,0.335138,6.122104,0.639168,-9.731489,0.578709,4.252318,14.118041,4.258558,14.186939
5.396646,0.501978,5.330638,0.335913,6.122931,0.640378,-9.73099,0.578673,4.252816,14.118223,4.259057,14.188839
5.397471,0.501944,5.331425,0.334615,6.123758,0.64253,-9.730492,0.580008,4.253314,14.117237,4.259554,14.186372
5.398296,0.502436,5.332211,0.334218,6.124586,0.643494,-9.729992,0.581978,4.253811,14.115808,4.260053,14.187155
5.399121,0.503162,5.332998,0.332771,6.125413,0.645588,-9.729493,0.582937,4.254309,14.114141,4.260552,14.188617
5.399946,0.504939,5.333785,0.333709,6.12624,0.644877,-9.728994,0.581901,4.254807,14.114599,4.26105,14.188011
5.400771,0.506668,5.334572,0.334063,6.127068,0.645307,-9.728495,0.580237,4.255304,14.113786,4.261549,14.18609
5.401596,0.506985,5.335358,0.3348,6.127895,0.646939,-9.727997,0.579587,4.255802,14.113123,4.262047,14.18696
5.402421,0.507642,5.336144,0.33633,6.128722,0.648429,-9.727497,0.579672,4.2563,14.113485,4.262545,14.185533
5.403245,0.507633,5.336931,0.336835,6.12955,0.649079,-9.726998,0.580164,4.256798,14.11445,4.263044,14.188351
5.40407,0.506093,5.337718,0.339042,6.130377,0.649642,-9.7265,0.581604,4.257296,14.113638,4.263543,14.187913
5.404895,0.504743,5.338505,0.340296,6.131204,0.648562,-9.726,0.581912,4.257792,14.113765,4.26404,14.188789
5.40572,0.506324,5.339292,0.339364,6.132031,0.651166,-9.725501,0.581017,4.25829,14.115042,4.264539,14.188201
5.406545,0.507357,5.340077,0.339691,6.132859,0.652492,-9.725002,0.580381,4.258788,14.114141,4.265038,14.188033
5.40737,0.506502,5.340864,0.340022,6.133686,0.650377,-9.724503,0.582035,4.259286,14.113508,4.265536,14.189122
5.408195,0.506106,5.341651,0.341359,6.134513,0.647877,-9.724005,0.582018,4.259784,14.115683,4.266035,14.190411
5.40902,0.506996,5.342438,0.342286,6.135341,0.647727,-9.723505,0.580854,4.260282,14.116926,4.266533,14.188301
5.409845,0.509286,5.343225,0.343203,6.136168,0.647203,-9.723006,0.580015,4.260779,14.117182,4.267031,14.186457
5.41067,0.511964,5.344011,0.343367,6.136995,0.644729,-9.722507,0.580439,4.261277,14.117154,4.26753,14.186322
5.411495,0.513162,5.344798,0.343249,6.137823,0.646101,-9.722008,0.580973,4.261775,14.116116,4.268029,14.183701
5.412319,0.513261,5.345584,0.344242,6.138649,0.647799,-9.72151,0.580355,4.262272,14.115783,4.268527,14.181872
5.413144,0.512785,5.346371,0.345366,6.139477,0.64806,-9.72101,0.58023,4.26277,14.116803,4.269025,14.181505
5.413969,0.512611,5.347157,0.346171,6.140304,0.64988,-9.720511,0.580484,4.263268,14.116978,4.269524,14.182277
5.414794,0.512547,5.347944,0.345015,6.141131,0.650587,-9.720013,0.579556,4.263765,14.118599,4.270022,14.182465
5.415619,0.513093,5.348731,0.342653,6.141959,0.651928,-9.719513,0.579022,4.264263,14.118009,4.270521,14.182514
5.416444,0.513157,5.349518,0.341758,6.142786,0.651544,-9.719014,0.580177,4.264761,14.11731,4.271019,14.184065
5.417269,0.512269,5.350304,0.339532,6.143613,0.649675,-9.718515,0.580251,4.265259,14.116614,4.271517,14.183516
5.418094,0.511684,5.35109,0.337704,6.144441,0.648496,-9.718016,0.579344,4.265757,14.117473,4.272016,14.185249
5.418919,0.511187,5.351877,0.339368,6.145268,0.647933,-9.717518,0.578135,4.266253,14.118822,4.272515,14.185022
5.419744,0.510253,5.352664,0.339282,6.146095,0.646557,-9.717018,0.576947,4.266751,14.120178,4.273013,14.184596
5.420568,0.509555,5.353451,0.340082,6.146923,0.646645,-9.716519,0.576715,4.267249,14.12129,4.273511,14.186141
5.421393,0.510034,5.354238,0.340628,6.14775,0.644787,-9.716021,0.577363,4.267747,14.120738,4.27401,14.187918
5.422218,0.511298,5.355023,0.339177,6.148577,0.646032,-9.715521,0.577529,4.268245,14.12017,4.274508,14.188397
5.423043,0.511707,5.35581,0.337285,6.149405,0.645449,-9.715022,0.577306,4.268743,14.121032,4.275007,14.188932
5.423868,0.511646,5.356597,0.335698,6.150232,0.64392,-9.714523,0.576906,4.26924,14.122653,4.275506,14.187523
5.424693,0.512851,5.357384,0.335769,6.151059,0.643528,-9.714025,0.576269,4.269738,14.120989,4.276003,14.188068
5.425518,0.514042,5.358171,0.335909,6.151886,0.645029,-9.713526,0.575401,4.270236,14.119621,4.276502,14.188333
5.426342,0.513016,5.358957,0.336309,6.152714,0.643114,-9.713026,0.576377,4.270733,14.118655,4.277001,14.18915
5.427167,0.511573,5.359744,0.33813,6.153541,0.6412,-9.712527,0.576639,4.271231,14.119398,4.277499,14.188742
5.427992,0.512418,5.36053,0.340266,6.154368,0.641915,-9.712029,0.576357,4.271729,14.118379,4.277997,14.188215
5.428817,0.513118,5.361317,0.34118,6.155196,0.641774,-9.711529,0.574371,4.272226,14.1175,4.278496,14.188196
5.429642,0.512242,5.362103,0.339978,6.156023,0.63999,-9.711031,0.573022,4.272724,14.114867,4.278994,14.190619
5.430467,0.512291,5.36289,0.337628,6.15685,0.638411,-9.710531,0.572779,4.273222,14.114029,4.279493,14.190623
5.431292,0.512716,5.363677,0.336437,6.157678,0.639845,-9.710032,0.57242,4.27372,14.113623,4.279992,14.189324
5.432117,0.512468,5.364464,0.334755,6.158505,0.640302,-9.709534,0.572395,4.274218,14.113065,4.280489,14.190569
5.432941,0.512764,5.36525,0.335435,6.159332,0.639041,-9.709034,0.570022,4.274714,14.113626,4.280988,14.192178
5.433766,0.512313,5.366036,0.33406,6.16016,0.637586,-9.708535,0.571061,4.275212,14.114419,4.281487,14.192324
5.434591,0.512503,5.366823,0.3346,6.160987,0.635863,-9.708036,0.57018,4.27571,14.113898,4.281985,14.191337
5.435416,0.513113,5.36761,0.332688,6.161814,0.635432,-9.707537,0.569418,4.276208,14.113693,4.282484,14.190984
5.436241,0.515882,5.368397,0.333985,6.162642,0.634884,-9.707039,0.571749,4.276706,14.113389,4.282982,14.191381
5.437066,0.515465,5.369184,0.335366,6.163469,0.63411,-9.706539,0.572749,4.277204,14.114147,4.28348,14.191575
5.437891,0.519552,5.369969,0.334888,6.164296,0.633903,-9.70604,0.571813,4.277701,14.114016,4.283979,14.19101
5.438716,0.520599,5.370756,0.336501,6.165123,0.633512,-9.705542,0.573786,4.278199,14.113378,4.284478,14.190538
5.439541,0.520495,5.371543,0.337571,6.165951,0.633669,-9.705042,0.573737,4.278697,14.113279,4.284976,14.192305
5.440366,0.520853,5.37233,0.336414,6.166778,0.633511,-9.704544,0.573477,4.279194,14.112815,4.285474,14.193557
5.441191,0.519865,5.373116,0.335469,6.167605,0.632546,-9.704044,0.572907,4.279692,14.112553,4.285973,14.193616
5.442016,0.519379,5.373903,0.334845,6.168432,0.633579,-9.703546,0.57293,4.28019,14.111988,4.286471,14.193826
5.44284,0.519799,5.37469,0.333952,6.16926,0.633853,-9.703047,0.573849,4.280687,14.109286,4.28697,14.194244
5.443665,0.518601,5.375476,0.332326,6.170087,0.633327,-9.702547,0.572044,4.281185,14.105961,4.287468,14.194309
5.44449,0.518146,5.376263,0.333506,6.170914,0.634558,-9.702048,0.571939,4.281683,14.103781,4.287966,14.195448
5.445315,0.51695,5.377049,0.33404,6.171741,0.636666,-9.70155,0.571827,4.282181,14.103902,4.288465,14.19567
5.44614,0.515341,5.377836,0.334446,6.172569,0.636719,-9.70105,0.570092,4.282679,14.104682,4.288964,14.196321
5.446965,0.515214,5.378623,0.334878,6.173396,0.636113,-9.700552,0.568537,4.283175,14.104405,4.289462,14.195495
5.44779,0.51697,5.37941,0.334431,6.174223,0.637115,-9.700052,0.568535,4.283673,14.102912,4.28996,14.195697
5.448615,0.516879,5.380196,0.333658,6.175051,0.638794,-9.699553,0.568961,4.284171,14.103467,4.290459,14.194896
5.44944,0.517453,5.380982,0.332242,6.175878,0.639794,-9.699055,0.568748,4.284669,14.103422,4.290957,14.19448
5.450264,0.518902,5.381769,0.330894,6.176705,0.6416,-9.698555,0.569708,4.285167,14.103829,4.291456,14.194136
5.451089,0.519765,5.382556,0.330412,6.177533,0.643456,-9.698057,0.568838,4.285665,14.103561,4.291955,14.193429
5.451914,0.518155,5.383343,0.331307,6.17836,0.642716,-9.697557,0.568658,4.286162,14.103776,4.292452,14.193441
5.452739,0.517206,5.38413,0.332011,6.179187,0.6433,-9.697059,0.568127,4.28666,14.10413,4.292951,14.194054
5.453564,0.520566,5.384916,0.332511,6.180015,0.644817,-9.69656,0.569682,4.287158,14.104711,4.29345,14.192566
5.454389,0.520565,5.385702,0.332892,6.180842,0.646879,-9.69606,0.570005,4.287655,14.10349,4.293948,14.192303
5.455214,0.521036,5.386489,0.333287,6.181669,0.648847,-9.695561,0.569987,4.288153,14.101871,4.294446,14.192904
5.456038,0.519975,5.387276,0.33417,6.182497,0.648844,-9.695063,0.569975,4.288651,14.101277,4.294945,14.192974
5.456863,0.516952,5.388062,0.333211,6.183324,0.648374,-9.694563,0.569443,4.289148,14.101812,4.295443,14.192943
5.457688,0.518039,5.388849,0.333376,6.184151,0.647913,-9.694065,0.569211,4.289646,14.101395,4.295942,14.191692
5.458513,0.515589,5.389636,0.332459,6.184978,0.649323,-9.693565,0.569013,4.290144,14.101345,4.296441,14.189976
5.459338,0.51519,5.390422,0.33369,6.185806,0.650902,-9.693067,0.567646,4.290642,14.101018,4.296938,14.190329
5.460163,0.515157,5.391209,0.333888,6.186633,0.65155,-9.692568,0.569761,4.29114,14.100315,4.297437,14.189223
5.460988,0.516035,5.391995,0.334556,6.18746,0.652309,-9.692068,0.570632,4.291636,14.100922,4.297936,14.187323
5.461813,0.516233,5.392782,0.334955,6.188288,0.653148,-9.691569,0.572559,4.292134,14.101766,4.298434,14.185574
5.462637,0.516823,5.393569,0.335001,6.189115,0.654566,-9.691071,0.57078,4.292632,14.103005,4.298933,14.18435
5.463462,0.514549,5.394356,0.335223,6.189942,0.655014,-9.690571,0.56984,4.29313,14.106307,4.299431,14.182079
5.464287,0.515977,5.395142,0.336448,6.19077,0.654887,-9.690073,0.571699,4.293628,14.109809,4.299929,14.180533
5.465112,0.51557,5.395928,0.336882,6.191597,0.654437,-9.689573,0.571984,4.294126,14.11118,4.300428,14.180739
5.465937,0.516245,5.396715,0.336918,6.192424,0.652364,-9.689075,0.572391,4.294623,14.110518,4.300927,14.179457
5.466762,0.515676,5.397502,0.337118,6.193252,0.652845,-9.688576,0.573317,4.295121,14.110998,4.301425,14.177157
5.467587,0.516721,5.398289,0.33778,6.194079,0.653312,-9.688076,0.573281,4.295619,14.111792,4.301923,14.176971
5.468412,0.515966,5.399076,0.338425,6.194906,0.653172,-9.687578,0.573822,4.296116,14.112161,4.302422,14.177315
5.469237,0.517963,5.399862,0.338119,6.195734,0.652594,-9.687078,0.572044,4.296614,14.11246,4.30292,14.178267
5.470062,0.516673,5.400648,0.338309,6.196561,0.652481,-9.68658,0.571721,4.297112,14.112335,4.303419,14.178605
5.470887,0.515098,5.401435,0.338707,6.197388,0.651922,-9.686081,0.571873,4.297609,14.111558,4.303917,14.177935
5.471712,0.515167,5.402222,0.337929,6.198215,0.650663,-9.685581,0.573177,4.298107,14.110106,4.304415,14.178986
5.472536,0.514234,5.403008,0.337235,6.199042,0.651471,-9.685082,0.574706,4.298605,14.10895,4.304914,14.180164
5.473361,0.514533,5.403795,0.336779,6.19987,0.651081,-9.684584,0.576173,4.299103,14.10863,4.305413,14.178693
5.474186,0.512894,5.404582,0.335895,6.200697,0.651125,-9.684084,0.575647,4.299601,14.108,4.305911,14.179046
5.475011,0.511864,5.405368,0.335321,6.201524,0.651259,-9.683586,0.574746,4.300097,14.108582,4.306409,14.178142
5.475836,0.513618,5.406155,0.336032,6.202352,0.650896,-9.683086,0.574825,4.300595,14.109027,4.306908,14.177323
5.476661,0.514315,5.406941,0.33605,6.203179,0.650397,-9.682588,0.576407,4.301093,14.107676,4.307406,14.178087
5.477486,0.515887,5.407728,0.334434,6.204006,0.651639,-9.682089,0.576969,4.301591,14.106525,4.307905,14.177827
5.478311,0.516359,5.408515,0.334833,6.204834,0.653317,-9.681589,0.57693,4.302089,14.106246,4.308403,14.178822
5.479136,0.515976,5.409302,0.335197,6.205661,0.652368,-9.681091,0.576433,4.302587,14.106695,4.308901,14.180677
5.47996,0.517261,5.410088,0.334992,6.206488,0.652177,-9.680592,0.577815,4.303084,14.108157,4.3094,14.18014
5.480785,0.518467,5.410874,0.333634,6.207315,0.651669,-9.680093,0.576908,4.303582,14.108656,4.309899,14.180686
5.48161,0.517456,5.411661,0.332881,6.208143,0.650533,-9.679594,0.57654,4.30408,14.108107,4.310397,14.180994
5.482435,0.518323,5.412448,0.332494,6.20897,0.650557,-9.679094,0.576,4.304577,14.106771,4.310895,14.181117
5.48326,0.517833,5.413235,0.332263,6.209797,0.65146,-9.678596,0.577519,4.305075,14.106038,4.311394,14.181881
5.484085,0.518862,5.414021,0.331847,6.210625,0.65024,-9.678097,0.577293,4.305573,14.106045,4.311892,14.182288
5.48491,0.518382,5.414808,0.33264,6.211452,0.650516,-9.677597,0.576958,4.30607,14.105754,4.312391,14.183121
5.485734,0.518582,5.415594,0.33282,6.212279,0.651993,-9.677099,0.577666,4.306568,14.105013,4.31289,14.181564
5.486559,0.519688,5.416381,0.333013,6.213107,0.652411,-9.6766,0.578575,4.307066,14.105205,4.313387,14.182394
5.487384,0.521065,5.417168,0.33315,6.213934,0.652575,-9.676101,0.579997,4.307564,14.103787,4.313886,14.183186
5.488209,0.522316,5.417954,0.33338,6.214761,0.652301,-9.675602,0.58065,4.308062,14.102679,4.314385,14.18195
5.489034,0.521342,5.418741,0.333623,6.215589,0.653427,-9.675102,0.58075,4.308558,14.103372,4.314883,14.181547
5.489859,0.521109,5.419528,0.331802,6.216416,0.653561,-9.674603,0.581778,4.309056,14.104157,4.315382,14.180405
5.490684,0.520609,5.420314,0.330401,6.217243,0.654858,-9.674105,0.582041,4.309554,14.105632,4.31588,14.179293
5.491509,0.521004,5.421101,0.331033,6.218071,0.656075,-9.673605,0.581885,4.310052,14.108166,4.316378,14.179435
5.492333,0.522579,5.421887,0.331356,6.218898,0.658773,-9.673107,0.581251,4.31055,14.109913,4.316877,14.176326
5.493158,0.523508,5.422674,0.332057,6.219725,0.65984,-9.672607,0.58064,4.311048,14.110895,4.317376,14.177176
5.493983,0.523509,5.423461,0.332408,6.220552,0.657758,-9.672109,0.58046,4.311545,14.111032,4.317873,14.179225
5.494808,0.522973,5.424248,0.332943,6.22138,0.655773,-9.67161,0.580828,4.312043,14.110535,4.318372,14.179594
5.495633,0.522692,5.425034,0.331801,6.222207,0.655577,-9.67111,0.581732,4.312541,14.109426,4.318871,14.180146
5.496458,0.522547,5.42582,0.332637,6.223034,0.654911,-9.670612,0.582271,4.313038,14.108752,4.319369,14.179839
5.497283,0.52075,5.426607,0.333283,6.223862,0.655243,-9.670113,0.581049,4.313536,14.108636,4.319868,14.179872
5.498108,0.519236,5.427394,0.332748,6.224689,0.655294,-9.669614,0.580239,4.314034,14.10909,4.320366,14.180673
5.498933,0.519048,5.428181,0.33174,6.225516,0.655823,-9.669115,0.580538,4.314531,14.110085,4.320864,14.179974
5.499758,0.518501,5.428967,0.331565,6.226343,0.656227,-9.668615,0.580587,4.315029,14.110515,4.321363,14.1787
5.500583,0.517237,5.429754,0.332012,6.22717,0.655993,-9.668117,0.579224,4.315527,14.110188,4.321862,14.180591
5.501408,0.517305,5.43054,0.332706,6.227998,0.65605,-9.667618,0.579079,4.316025,14.109511,4.32236,14.179096
5.502233,0.516324,5.431327,0.33282,6.228825,0.657588,-9.667118,0.578405,4.316523,14.109653,4.322858,14.178222
5.503057,0.515853,5.432114,0.333522,6.229652,0.657986,-9.66662,0.577755,4.317019,14.110419,4.323357,14.178721
5.503882,0.514991,5.4329,0.333613,6.23048,0.656959,-9.666121,0.578298,4.317517,14.110956,4.323855,14.180046
5.504707,0.515447,5.433687,0.334024,6.231307,0.656747,-9.665622,0.579794,4.318015,14.109931,4.324354,14.181703
5.505532,0.514881,5.434474,0.332007,6.232134,0.656907,-9.665123,0.580166,4.318513,14.107977,4.324852,14.181438
5.506357,0.514109,5.43526,0.333184,6.232962,0.654198,-9.664623,0.579737,4.319011,14.108375,4.32535,14.180646
5.507182,0.513666,5.436047,0.330723,6.233789,0.653798,-9.664125,0.579895,4.319509,14.108677,4.325849,14.181486
5.508007,0.513946,5.436833,0.330156,6.234616,0.654769,-9.663626,0.580236,4.320006,14.108073,4.326348,14.182611
5.508832,0.5136,5.43762,0.330305,6.235444,0.654017,-9.663127,0.579851,4.320504,14.108747,4.326846,14.18461
5.509656,0.514266,5.438407,0.330426,6.236271,0.653376,-9.662628,0.580777,4.321002,14.109941,4.327344,14.183498
5.510481,0.515048,5.439194,0.329758,6.237098,0.653686,-9.662128,0.580564,4.321499,14.108513,4.327843,14.1842
5.511306,0.515461,5.43998,0.329882,6.237926,0.652669,-9.66163,0.580301,4.321997,14.107538,4.328341,14.184585
5.512131,0.516025,5.440766,0.329997,6.238753,0.653439,-9.661131,0.578568,4.322495,14.106461,4.32884,14.186275
5.512956,0.514261,5.441553,0.32961,6.23958,0.651555,-9.660631,0.578082,4.322992,14.104394,4.329339,14.189712
5.513781,0.513633,5.44234,0.328677,6.240407,0.651405,-9.660133,0.577562,4.32349,14.102369,4.329836,14.18854
5.514606,0.513907,5.443127,0.327404,6.241235,0.652466,-9.659634,0.576169,4.323988,14.102669,4.330335,14.186725
