E2P2_N_ml,E2P2_N_mAU,E2P2_R_ml,E2P2_R_mAU,E3P3_N_ml,E3P3_N_mAU,E3P3_R_ml,E3P3_R_mAU,E4P1_N_ml,E4P1_N_mAU,E4P1_R_ml,E4P1_R_mAU
5.179701,0.503876,5.123755,0.331053,5.905351,0.646575,-9.862226,0.57908,4.12192,14.114848,4.127963,14.185522
5.180526,0.503254,5.124541,0.329874,5.906178,0.64635,-9.861727,0.579423,4.122416,14.113897,4.128461,14.185287
5.181351,0.504114,5.125327,0.329856,5.907006,0.646828,-9.861228,0.578986,4.122914,14.113093,4.12896,14.182766
5.182175,0.502902,5.126114,0.329641,5.907833,0.645464,-9.860729,0.578487,4.123412,14.112109,4.129458,14.180996
5.183,0.503476,5.126901,0.331378,5.90866,0.645104,-9.860229,0.578234,4.12391,14.112764,4.129957,14.181508
5.183825,0.504109,5.127687,0.329984,5.909488,0.644563,-9.859732,0.577809,4.124408,14.1121,4.130455,14.18154
5.18465,0.50553,5.128474,0.328907,5.910315,0.643317,-9.859232,0.579101,4.124906,14.110876,4.130953,14.181159
5.185475,0.505517,5.129261,0.329417,5.911142,0.642004,-9.858733,0.579319,4.125403,14.110588,4.131452,14.179833
5.1863,0.506045,5.130047,0.32911,5.91197,0.642034,-9.858234,0.578731,4.125901,14.111567,4.131951,14.180825
5.187125,0.506123,5.130834,0.329257,5.912797,0.643412,-9.857735,0.579231,4.126398,14.110737,4.132449,14.182021
5.18795,0.505795,5.13162,0.330923,5.913624,0.643021,-9.857236,0.578592,4.126896,14.111475,4.132947,14.183626
5.188775,0.506673,5.132407,0.333806,5.914452,0.64295,-9.856737,0.580083,4.127394,14.110716,4.133446,14.183995
5.1896,0.504975,5.133194,0.335883,5.915279,0.645286,-9.856238,0.580331,4.127892,14.110475,4.133944,14.183908
5.190424,0.504246,5.133981,0.336461,5.916106,0.642711,-9.85574,0.581649,4.128389,14.109551,4.134443,14.183571
5.191249,0.507004,5.134768,0.336719,5.916934,0.643184,-9.85524,0.580059,4.128887,14.110655,4.134942,14.18338
5.192074,0.506526,5.135553,0.336474,5.917761,0.643881,-9.854741,0.579699,4.129385,14.110054,4.135439,14.184144
5.192899,0.506417,5.13634,0.335552,5.918588,0.646166,-9.854242,0.57886,4.129883,14.110077,4.135938,14.185248
5.193724,0.505965,5.137127,0.335767,5.919415,0.64678,-9.853743,0.576683,4.130381,14.112042,4.136437,14.184292
5.194549,0.508415,5.137914,0.336186,5.920243,0.647381,-9.853245,0.575896,4.130877,14.112075,4.136935,14.184376
5.195374,0.509987,5.1387,0.335594,5.92107,0.6472,-9.852745,0.575768,4.131375,14.11149,4.137434,14.184199
5.196198,0.510362,5.139487,0.334361,5.921897,0.646306,-9.852246,0.575963,4.131873,14.110978,4.137932,14.184575
5.197023,0.509301,5.140273,0.334144,5.922725,0.645666,-9.851748,0.57656,4.132371,14.111543,4.13843,14.186423
5.197848,0.510214,5.14106,0.332631,5.923552,0.645355,-9.851248,0.576063,4.132869,14.112784,4.138929,14.187806
5.198673,0.509315,5.141847,0.334398,5.924379,0.64706,-9.850749,0.575056,4.133367,14.112109,4.139428,14.187622
5.199498,0.511137,5.142633,0.334944,5.925207,0.6491,-9.85025,0.574497,4.133864,14.113014,4.139925,14.187915
5.200323,0.510808,5.14342,0.334818,5.926034,0.64942,-9.849751,0.574963,4.134362,14.113618,4.140424,14.188417
5.201148,0.512942,5.144207,0.334352,5.926861,0.64961,-9.849253,0.574722,4.134859,14.113803,4.140923,14.188401
5.201972,0.512509,5.144993,0.335588,5.927689,0.649816,-9.848753,0.574242,4.135357,14.112875,4.141421,14.189322
5.202797,0.514829,5.14578,0.334067,5.928516,0.651405,-9.848254,0.575357,4.135855,14.114257,4.14192,14.189774
5.203622,0.514785,5.146566,0.333501,5.929343,0.652541,-9.847755,0.576678,4.136353,14.113256,4.142418,14.188737
5.204447,0.513265,5.147353,0.332823,5.930171,0.651877,-9.847256,0.576777,4.13685,14.114631,4.142916,14.186845
5.205272,0.513644,5.14814,0.333857,5.930998,0.653002,-9.846758,0.574906,4.137348,14.116306,4.143415,14.186257
5.206097,0.513882,5.148927,0.334374,5.931825,0.652105,-9.846258,0.57572,4.137846,14.117877,4.143914,14.188869
5.206922,0.51385,5.149714,0.333418,5.932652,0.65139,-9.845759,0.576564,4.138344,14.1182,4.144412,14.188735
5.207747,0.51286,5.150499,0.332317,5.93348,0.651999,-9.845261,0.57715,4.138842,14.11818,4.14491,14.186667
5.208572,0.514343,5.151286,0.331573,5.934307,0.652564,-9.844761,0.579638,4.139338,14.116833,4.145409,14.18631
5.209397,0.514293,5.152073,0.330715,5.935134,0.652368,-9.844262,0.578887,4.139836,14.116662,4.145907,14.186126
5.210222,0.513874,5.15286,0.328736,5.935961,0.650663,-9.843763,0.577847,4.140334,14.118077,4.146406,14.18665
5.211047,0.514987,5.153646,0.327502,5.936789,0.652497,-9.843264,0.57787,4.140832,14.119538,4.146904,14.186679
5.211871,0.509968,5.154433,0.328055,5.937616,0.654167,-9.842766,0.579097,4.14133,14.117292,4.147402,14.186425
5.212696,0.50989,5.155219,0.329353,5.938443,0.653459,-9.842266,0.579032,4.141828,14.11814,4.147901,14.185187
5.213521,0.509293,5.156006,0.330079,5.93927,0.650288,-9.841767,0.577817,4.142325,14.117587,4.1484,14.182557
5.214346,0.510049,5.156793,0.330203,5.940098,0.649759,-9.841269,0.575351,4.142823,14.115986,4.148898,14.182693
5.215171,0.507026,5.157579,0.330283,5.940925,0.646538,-9.840769,0.576842,4.14332,14.115891,4.149396,14.18241
5.215996,0.504443,5.158366,0.330808,5.941752,0.647159,-9.84027,0.57542,4.143818,14.115443,4.149895,14.183719
5.216821,0.502498,5.159153,0.330411,5.94258,0.648037,-9.839771,0.574306,4.144316,14.114316,4.150393,14.184763
5.217646,0.503271,5.15994,0.331225,5.943407,0.648379,-9.839272,0.574698,4.144814,14.113477,4.150892,14.184064
5.218471,0.502378,5.160726,0.332366,5.944234,0.648054,-9.838774,0.575587,4.145311,14.110529,4.151391,14.182583
5.219296,0.503062,5.161512,0.333375,5.945062,0.647932,-9.838274,0.574297,4.145809,14.109282,4.151888,14.184505
5.22012,0.501176,5.162299,0.333928,5.945889,0.647445,-9.837775,0.574925,4.146307,14.108943,4.152387,14.185388
5.220945,0.501735,5.163086,0.333376,5.946716,0.646748,-9.837276,0.574374,4.146805,14.107677,4.152886,14.185481
5.22177,0.501354,5.163873,0.331003,5.947544,0.647564,-9.836777,0.575253,4.147303,14.109405,4.153384,14.184083
5.222595,0.501936,5.16466,0.329308,5.948371,0.648393,-9.836279,0.576171,4.147799,14.111526,4.153883,14.183928
5.22342,0.501673,5.165445,0.328074,5.949198,0.648458,-9.835779,0.574863,4.148297,14.110518,4.154381,14.183991
5.224245,0.501955,5.166232,0.32762,5.950026,0.647114,-9.83528,0.571575,4.148795,14.109686,4.154879,14.1852
5.22507,0.503579,5.167019,0.329051,5.950853,0.64638,-9.834782,0.572185,4.149293,14.109324,4.155378,14.186043
5.225894,0.504364,5.167806,0.328803,5.95168,0.646636,-9.834282,0.573529,4.149791,14.110219,4.155877,14.185814
5.226719,0.504735,5.168592,0.328562,5.952507,0.646533,-9.833783,0.574758,4.150289,14.107497,4.156374,14.183936
5.227544,0.504667,5.169379,0.327132,5.953335,0.645957,-9.833284,0.572621,4.150786,14.107738,4.156873,14.184316
5.228369,0.505335,5.170165,0.328102,5.954162,0.645416,-9.832785,0.572524,4.151284,14.108396,4.157372,14.184007
5.229194,0.505691,5.170952,0.328848,5.954989,0.645088,-9.832287,0.571365,4.151781,14.109908,4.15787,14.182957
5.230019,0.505636,5.171739,0.329981,5.955817,0.644342,-9.831787,0.572019,4.152279,14.110689,4.158369,14.183569
5.230844,0.505976,5.172525,0.330116,5.956644,0.644195,-9.831288,0.572079,4.152777,14.109785,4.158867,14.184087
5.231668,0.505705,5.173312,0.330115,5.957471,0.644057,-9.83079,0.571513,4.153275,14.108697,4.159365,14.183607
5.232493,0.50727,5.174099,0.330371,5.958299,0.641413,-9.83029,0.572528,4.153772,14.110201,4.159864,14.184028
5.233318,0.508191,5.174886,0.330947,5.959126,0.640953,-9.829792,0.57263,4.15427,14.108594,4.160363,14.18627
5.234143,0.508203,5.175672,0.330642,5.959953,0.643057,-9.829292,0.574456,4.154768,14.108857,4.160861,14.188298
5.234968,0.507662,5.176458,0.32863,5.960781,0.644061,-9.828794,0.574995,4.155266,14.108903,4.161359,14.188805
5.235793,0.507903,5.177245,0.328334,5.961608,0.646078,-9.828295,0.573013,4.155764,14.108045,4.161858,14.18832
5.236618,0.509366,5.178032,0.328757,5.962435,0.648874,-9.827795,0.574626,4.15626,14.108893,4.162356,14.186292
5.237443,0.510586,5.178819,0.327771,5.963262,0.648826,-9.827296,0.574488,4.156758,14.109931,4.162855,14.184888
5.238268,0.511003,5.179605,0.325641,5.964089,0.647755,-9.826797,0.573094,4.157256,14.108096,4.163353,14.184931
5.239093,0.511242,5.180391,0.326076,5.964917,0.646376,-9.826298,0.572314,4.157754,14.108519,4.163851,14.186921
5.239918,0.512006,5.181178,0.324488,5.965744,0.645417,-9.8258,0.57324,4.158252,14.109663,4.16435,14.184214
5.240743,0.513499,5.181965,0.323471,5.966571,0.644332,-9.8253,0.574955,4.15875,14.111192,4.164849,14.184634
5.241568,0.513861,5.182752,0.321886,5.967399,0.644594,-9.824801,0.576549,4.159247,14.11143,4.165347,14.18458
5.242392,0.513866,5.183538,0.321447,5.968226,0.645538,-9.824303,0.574985,4.159745,14.110483,4.165845,14.184692
5.243217,0.513685,5.184325,0.321568,5.969053,0.644647,-9.823803,0.575101,4.160242,14.108784,4.166344,14.185075
5.244042,0.514505,5.185111,0.322118,5.969881,0.643489,-9.823304,0.575068,4.16074,14.107252,4.166842,14.18663
5.244867,0.515218,5.185898,0.322646,5.970708,0.643681,-9.822805,0.579582,4.161238,14.107499,4.167341,14.184839
5.245692,0.514039,5.186685,0.323588,5.971535,0.643822,-9.822307,0.580967,4.161736,14.109111,4.16784,14.185206
5.246517,0.512494,5.187471,0.32274,5.972363,0.643622,-9.821808,0.580587,4.162233,14.110143,4.168337,14.186282
5.247342,0.51137,5.188258,0.323368,5.97319,0.645256,-9.821308,0.579004,4.162731,14.109828,4.168836,14.187013
5.248167,0.510819,5.189045,0.324948,5.974017,0.646595,-9.820809,0.577717,4.163229,14.111814,4.169335,14.185549
5.248991,0.510094,5.189832,0.32634,5.974844,0.646241,-9.820311,0.579074,4.163727,14.111437,4.169833,14.187968
5.249816,0.509889,5.190618,0.327693,5.975672,0.645218,-9.819811,0.579557,4.164225,14.110984,4.170331,14.187894
5.250641,0.510271,5.191404,0.328362,5.976499,0.644861,-9.819313,0.578886,4.164721,14.10929,4.17083,14.18858
5.251466,0.511623,5.192191,0.328131,5.977326,0.644937,-9.818813,0.578388,4.165219,14.109636,4.171328,14.189546
5.252291,0.512291,5.192978,0.327662,5.978154,0.645496,-9.818315,0.579856,4.165717,14.109759,4.171827,14.190595
5.253116,0.511392,5.193765,0.327188,5.978981,0.647454,-9.817816,0.580545,4.166215,14.110818,4.172326,14.189733
5.253941,0.511224,5.194551,0.326655,5.979808,0.647993,-9.817316,0.58078,4.166713,14.11037,4.172823,14.187686
5.254766,0.511987,5.195337,0.325829,5.980636,0.647616,-9.816817,0.580884,4.167211,14.111109,4.173322,14.185864
5.25559,0.513894,5.196124,0.324015,5.981463,0.647222,-9.816319,0.580046,4.167708,14.111112,4.173821,14.187376
5.256415,0.515077,5.196911,0.325104,5.98229,0.646588,-9.815819,0.581235,4.168206,14.110047,4.174319,14.189054
5.25724,0.514976,5.197698,0.325384,5.983118,0.645519,-9.815321,0.581685,4.168703,14.111611,4.174818,14.189014
5.258065,0.515252,5.198484,0.323857,5.983945,0.645147,-9.814821,0.580974,4.169201,14.112616,4.175316,14.189127
5.25889,0.515316,5.199271,0.324318,5.984772,0.646114,-9.814322,0.582029,4.169699,14.113692,4.175814,14.189013
5.259715,0.515239,5.200057,0.326951,5.9856,0.647792,-9.813824,0.584357,4.170197,14.117355,4.176313,14.186431
5.26054,0.514926,5.200844,0.327308,5.986427,0.647729,-9.813324,0.585459,4.170694,14.117652,4.176812,14.188189
5.261365,0.514036,5.201631,0.328369,5.987254,0.647144,-9.812826,0.584137,4.171192,14.117048,4.17731,14.188468
5.262189,0.513951,5.202417,0.329153,5.988081,0.646798,-9.812326,0.58233,4.17169,14.116674,4.177808,14.186098
5.263014,0.514292,5.203204,0.329281,5.988909,0.646756,-9.811828,0.582409,4.172188,14.119301,4.178307,14.187679
5.263839,0.514125,5.203991,0.329364,5.989736,0.647177,-9.811329,0.583562,4.172686,14.121142,4.178805,14.187338
5.264664,0.513747,5.204778,0.329579,5.990563,0.646586,-9.810829,0.584749,4.173182,14.122706,4.179304,14.187181
5.265489,0.512924,5.205564,0.330804,5.991391,0.646013,-9.81033,0.58332,4.17368,14.123759,4.179802,14.189066
5.266314,0.512595,5.20635,0.331717,5.992218,0.646262,-9.809832,0.580372,4.174178,14.123876,4.1803,14.187789
5.267139,0.51339,5.207137,0.330839,5.993045,0.646452,-9.809332,0.580099,4.174676,14.122644,4.180799,14.18642
5.267964,0.514237,5.207924,0.330799,5.993872,0.645107,-9.808834,0.580855,4.175174,14.123341,4.181298,14.186439
5.268789,0.51525,5.208711,0.331895,5.994699,0.645449,-9.808334,0.582338,4.175672,14.122527,4.181796,14.18758
5.269614,0.516715,5.209497,0.3308,5.995527,0.647812,-9.807836,0.582193,4.176169,14.122884,4.182294,14.187392
5.270439,0.517097,5.210283,0.329689,5.996354,0.649254,-9.807337,0.581463,4.176667,14.123998,4.182793,14.187942
5.271264,0.516577,5.21107,0.329764,5.997181,0.649674,-9.806837,0.581698,4.177164,14.124793,4.183291,14.188173
5.272088,0.516159,5.211857,0.329172,5.998009,0.64951,-9.806339,0.581647,4.177662,14.122543,4.18379,14.187147
5.272913,0.516496,5.212644,0.328781,5.998836,0.650431,-9.80584,0.580482,4.17816,14.121346,4.184289,14.185749
5.273738,0.516416,5.21343,0.328429,5.999663,0.648669,-9.805341,0.579826,4.178658,14.120139,4.184786,14.184876
5.274563,0.517617,5.214217,0.329189,6.000491,0.646716,-9.804842,0.579199,4.179155,14.121235,4.185285,14.185609
5.275388,0.516226,5.215003,0.329413,6.001318,0.645739,-9.804342,0.579616,4.179653,14.122609,4.185784,14.186131
5.276213,0.517571,5.21579,0.328993,6.002145,0.645712,-9.803843,0.581642,4.180151,14.123666,4.186282,14.185571
5.277038,0.514201,5.216577,0.328406,6.002973,0.645749,-9.803345,0.581873,4.180649,14.125642,4.18678,14.184537
5.277863,0.513867,5.217363,0.328757,6.0038,0.645694,-9.802845,0.581764,4.181147,14.125294,4.187279,14.184843
5.278687,0.514126,5.21815,0.329978,6.004627,0.64503,-9.802347,0.583048,4.181643,14.124587,4.187777,14.184548
5.279512,0.515107,5.218937,0.330865,6.005455,0.644065,-9.801847,0.582861,4.182141,14.125028,4.188276,14.185948
5.280337,0.516138,5.219724,0.331518,6.006282,0.644699,-9.801349,0.582416,4.182639,14.122805,4.188775,14.187316
5.281162,0.51704,5.22051,0.332516,6.007109,0.643886,-9.80085,0.582722,4.183137,14.122422,4.189272,14.188967
5.281987,0.518057,5.221296,0.330999,6.007936,0.646117,-9.80035,0.582984,4.183635,14.121701,4.189771,14.188077
5.282812,0.518575,5.222083,0.331443,6.008764,0.647425,-9.799851,0.58319,4.184133,14.122407,4.19027,14.186918
5.283637,0.517517,5.22287,0.332074,6.009591,0.645706,-9.799353,0.582416,4.18463,14.121163,4.190768,14.187069
5.284461,0.518488,5.223657,0.331607,6.010418,0.644249,-9.798853,0.579701,4.185128,14.119514,4.191267,14.186698
5.285286,0.518221,5.224443,0.331014,6.011246,0.64369,-9.798355,0.578189,4.185625,14.119346,4.191765,14.187111
5.286111,0.517538,5.225229,0.331184,6.012073,0.64581,-9.797855,0.579868,4.186123,14.119537,4.192263,14.186801
5.286936,0.516714,5.226016,0.332265,6.0129,0.646744,-9.797357,0.580256,4.186621,14.118464,4.192762,14.187119
5.287761,0.518125,5.226803,0.332007,6.013728,0.647026,-9.796858,0.580885,4.187119,14.117365,4.193261,14.188375
5.288586,0.517689,5.22759,0.332597,6.014555,0.646745,-9.796358,0.581313,4.187616,14.115748,4.193758,14.187469
5.289411,0.519005,5.228376,0.332932,6.015382,0.647563,-9.79586,0.581296,4.188114,14.115881,4.194257,14.187325
5.290236,0.519037,5.229163,0.332618,6.01621,0.64535,-9.795361,0.580071,4.188612,14.115905,4.194756,14.18781
5.291061,0.518407,5.22995,0.332663,6.017037,0.643715,-9.794862,0.57901,4.18911,14.115236,4.195254,14.187904
5.291885,0.517824,5.230736,0.334053,6.017864,0.644249,-9.794363,0.579085,4.189608,14.114809,4.195753,14.186835
5.29271,0.519049,5.231523,0.335536,6.018692,0.645288,-9.793863,0.580363,4.190104,14.115927,4.196251,14.186574
5.293535,0.517422,5.232309,0.335684,6.019519,0.6445,-9.793365,0.580618,4.190602,14.115808,4.196749,14.186673
5.29436,0.51933,5.233096,0.335991,6.020346,0.645354,-9.792866,0.579354,4.1911,14.115628,4.197248,14.187142
5.295185,0.519854,5.233883,0.337144,6.021173,0.645833,-9.792366,0.580862,4.191598,14.115078,4.197747,14.187178
5.29601,0.520547,5.23467,0.337708,6.022,0.646323,-9.791868,0.579731,4.192096,14.114465,4.198245,14.187117
5.296835,0.518452,5.235456,0.33927,6.022828,0.646341,-9.791368,0.578334,4.192594,14.114336,4.198743,14.187788
5.29766,0.520186,5.236242,0.340425,6.023655,0.648604,-9.79087,0.579605,4.193091,14.113838,4.199242,14.187378
5.298485,0.521351,5.237029,0.342878,6.024482,0.646928,-9.790371,0.579535,4.193589,14.113307,4.19974,14.187575
5.29931,0.520931,5.237816,0.342577,6.02531,0.648769,-9.789871,0.578521,4.194086,14.113441,4.200239,14.188863
5.300135,0.520875,5.238603,0.343787,6.026137,0.649361,-9.789373,0.580016,4.194584,14.112745,4.200737,14.188363
5.30096,0.520476,5.239389,0.342879,6.026964,0.650907,-9.788874,0.579275,4.195082,14.113194,4.201235,14.187073
5.301785,0.519619,5.240175,0.34474,6.027792,0.651692,-9.788375,0.578435,4.19558,14.114592,4.201734,14.186141
5.302609,0.51917,5.240962,0.342709,6.028619,0.652562,-9.787876,0.578353,4.196077,14.115116,4.202233,14.185363
5.303434,0.519071,5.241749,0.344427,6.029446,0.652944,-9.787376,0.576513,4.196575,14.115184,4.202731,14.185845
5.304259,0.518734,5.242536,0.344355,6.030273,0.656426,-9.786878,0.576422,4.197073,14.115895,4.203229,14.186961
5.305084,0.517707,5.243322,0.343174,6.031101,0.655823,-9.786379,0.577656,4.197571,14.117361,4.203728,14.186617
5.305909,0.517012,5.244109,0.343134,6.031928,0.657085,-9.785879,0.577926,4.198069,14.117519,4.204226,14.187063
5.306734,0.517338,5.244896,0.343765,6.032755,0.655931,-9.785381,0.577375,4.198565,14.115794,4.204725,14.18663
5.307559,0.517864,5.245682,0.342843,6.033583,0.656714,-9.784882,0.57719,4.199063,14.115465,4.205224,14.184608
5.308383,0.517582,5.246469,0.341627,6.03441,0.657604,-9.784383,0.575295,4.199561,14.116164,4.205721,14.183961
5.309208,0.518382,5.247255,0.341145,6.035237,0.657026,-9.783884,0.574955,4.200059,14.116758,4.20622,14.18464
5.310033,0.517174,5.248042,0.340747,6.036065,0.65446,-9.783384,0.572205,4.200557,14.116158,4.206719,14.184416
5.310858,0.516931,5.248829,0.341121,6.036892,0.655176,-9.782886,0.57186,4.201055,14.114977,4.207217,14.184598
5.311683,0.51696,5.249616,0.341902,6.037719,0.656266,-9.782387,0.572755,4.201552,14.113928,4.207716,14.18467
5.312508,0.517257,5.250401,0.340898,6.038547,0.657257,-9.781887,0.573228,4.20205,14.113287,4.208214,14.184974
5.313333,0.517101,5.251188,0.339196,6.039374,0.656031,-9.781389,0.570448,4.202547,14.113813,4.208712,14.185208
5.314157,0.516822,5.251975,0.338252,6.040201,0.656775,-9.78089,0.570324,4.203045,14.115479,4.209211,14.184644
5.314982,0.51474,5.252762,0.338307,6.041028,0.657517,-9.780391,0.571639,4.203543,14.115899,4.20971,14.183534
5.315807,0.513171,5.253549,0.338457,6.041856,0.659255,-9.779892,0.57107,4.204041,14.116413,4.210207,14.182757
5.316632,0.512103,5.254335,0.337444,6.042683,0.65835,-9.779392,0.572488,4.204538,14.116434,4.210706,14.182951
5.317457,0.512851,5.255121,0.336938,6.04351,0.659305,-9.778894,0.572097,4.205036,14.116353,4.211205,14.183973
5.318282,0.512369,5.255908,0.33435,6.044338,0.657633,-9.778395,0.570238,4.205534,14.115731,4.211703,14.183907
5.319107,0.512253,5.256695,0.33575,6.045165,0.658154,-9.777896,0.572531,4.206032,14.115601,4.212202,14.182415
5.319932,0.512462,5.257482,0.334823,6.045992,0.656294,-9.777397,0.571802,4.20653,14.115017,4.2127,14.18119
5.320757,0.512488,5.258268,0.334011,6.04682,0.655388,-9.776897,0.571395,4.207026,14.114455,4.213198,14.181387
5.321582,0.512796,5.259055,0.332063,6.047647,0.65317,-9.776399,0.569899,4.207524,14.114478,4.213697,14.181373
5.322406,0.51354,5.259842,0.330925,6.048474,0.654253,-9.7759,0.571249,4.208022,14.113452,4.214196,14.17963
5.323231,0.513654,5.260628,0.33032,6.049302,0.652075,-9.7754,0.570964,4.20852,14.113005,4.214694,14.180895
5.324056,0.514137,5.261415,0.331237,6.050129,0.65118,-9.774902,0.573789,4.209018,14.11257,4.215192,14.181671
5.324881,0.515365,5.262201,0.331558,6.050956,0.649567,-9.774403,0.576553,4.209516,14.112377,4.215691,14.181336
5.325706,0.515573,5.262988,0.331425,6.051783,0.648611,-9.773904,0.576522,4.210013,14.111782,4.216189,14.18063
5.326531,0.515152,5.263775,0.331405,6.05261,0.648805,-9.773405,0.574486,4.210511,14.112353,4.216688,14.179912
5.327356,0.514973,5.264562,0.331704,6.053438,0.649689,-9.772905,0.573435,4.211008,14.113806,4.217186,14.180167
5.328181,0.515988,5.265347,0.332507,6.054265,0.649778,-9.772408,0.573117,4.211506,14.114275,4.217684,14.181254
5.329006,0.517554,5.266134,0.333302,6.055092,0.647943,-9.771908,0.574494,4.212004,14.11482,4.218183,14.180867
5.329831,0.516906,5.266921,0.334877,6.05592,0.646843,-9.771409,0.573578,4.212502,14.115021,4.218682,14.17935
5.330656,0.516339,5.267708,0.33422,6.056747,0.647542,-9.77091,0.574918,4.212999,14.115926,4.21918,14.178888
5.331481,0.515933,5.268495,0.33398,6.057574,0.648656,-9.770411,0.575923,4.213497,14.115889,4.219678,14.178532
5.332305,0.515074,5.269281,0.333763,6.058402,0.648923,-9.769912,0.576021,4.213995,14.117739,4.220177,14.17828
5.33313,0.514835,5.270067,0.332718,6.059229,0.648869,-9.769413,0.57629,4.214493,14.119424,4.220675,14.178013
5.333955,0.514251,5.270854,0.331981,6.060056,0.649076,-9.768913,0.577351,4.214991,14.120536,4.221174,14.177943
5.33478,0.514931,5.271641,0.332853,6.060884,0.64969,-9.768415,0.578618,4.215487,14.11825,4.221673,14.178731
5.335605,0.515272,5.272428,0.333922,6.061711,0.650319,-9.767916,0.578197,4.215985,14.118297,4.22217,14.178791
5.33643,0.515199,5.273214,0.333311,6.062538,0.649944,-9.767417,0.578954,4.216483,14.118356,4.222669,14.177108
5.337255,0.516118,5.274001,0.331775,6.063365,0.650051,-9.766918,0.578228,4.216981,14.118943,4.223168,14.176442
5.338079,0.516523,5.274788,0.331385,6.064193,0.649949,-9.766418,0.577195,4.217479,14.118999,4.223666,14.175531
5.338904,0.51526,5.275574,0.331721,6.06502,0.650007,-9.76592,0.576095,4.217977,14.118677,4.224164,14.175757
5.339729,0.515287,5.276361,0.33036,6.065847,0.651533,-9.765421,0.576406,4.218474,14.12014,4.224663,14.176333
5.340554,0.514342,5.277147,0.329811,6.066675,0.653782,-9.764921,0.574428,4.218972,14.119412,4.225161,14.177045
5.341379,0.513666,5.277934,0.326478,6.067502,0.655273,-9.764423,0.576453,4.219469,14.118576,4.22566,14.177618
5.342204,0.512605,5.278721,0.32651,6.068329,0.65486,-9.763924,0.576101,4.219967,14.118459,4.226159,14.178628
5.343029,0.512067,5.279508,0.328279,6.069157,0.653539,-9.763425,0.576385,4.220465,14.117547,4.226656,14.181663
5.343853,0.510047,5.280293,0.32874,6.069984,0.653677,-9.762926,0.575897,4.220963,14.119071,4.227155,14.182141
5.344678,0.509033,5.28108,0.32958,6.070811,0.653309,-9.762426,0.575991,4.22146,14.11838,4.227654,14.181344
5.345503,0.508394,5.281867,0.330533,6.071639,0.652664,-9.761929,0.573405,4.221958,14.117486,4.228152,14.181955
5.346328,0.50799,5.282654,0.330062,6.072466,0.653159,-9.761429,0.570188,4.222456,14.11711,4.228651,14.183429
5.347153,0.507942,5.283441,0.329057,6.073293,0.653753,-9.76093,0.571039,4.222954,14.116788,4.229149,14.183813
5.347978,0.509143,5.284227,0.327984,6.074121,0.6528,-9.760431,0.572789,4.223452,14.114017,4.229647,14.184826
5.348803,0.508691,5.285013,0.328248,6.074948,0.651256,-9.759932,0.573445,4.223948,14.114113,4.230146,14.1858
5.349628,0.507467,5.2858,0.327986,6.075775,0.652547,-9.759433,0.575189,4.224446,14.11549,4.230645,14.185599
5.350453,0.507381,5.286587,0.328077,6.076602,0.654581,-9.758934,0.577467,4.224944,14.115474,4.231143,14.188431
5.351278,0.50691,5.287374,0.328359,6.07743,0.655625,-9.758434,0.578847,4.225442,14.113675,4.231641,14.189409
5.352102,0.5049,5.28816,0.328346,6.078257,0.655098,-9.757936,0.578839,4.22594,14.114517,4.23214,14.189574
5.352927,0.504923,5.288947,0.32891,6.079084,0.653125,-9.757437,0.578804,4.226438,14.11271,4.232638,14.189884
5.353752,0.504833,5.289734,0.32976,6.079912,0.65163,-9.756938,0.577593,4.226935,14.111157,4.233137,14.188995
5.354577,0.504934,5.29052,0.330242,6.080739,0.649987,-9.756439,0.576436,4.227433,14.110961,4.233635,14.189469
5.355402,0.504073,5.291306,0.330927,6.081566,0.648457,-9.755939,0.575966,4.227931,14.113066,4.234133,14.188256
5.356227,0.505587,5.292093,0.33213,6.082393,0.646336,-9.755442,0.576343,4.228428,14.112914,4.234632,14.188394
5.357052,0.506447,5.29288,0.331615,6.08322,0.644638,-9.754942,0.576416,4.228926,14.113329,4.235131,14.190496
5.357877,0.504795,5.293667,0.331649,6.084048,0.644466,-9.754443,0.577785,4.229424,14.112708,4.235629,14.191914
5.358702,0.504961,5.294454,0.332717,6.084875,0.644051,-9.753944,0.580557,4.229921,14.112445,4.236127,14.191241
5.359527,0.506352,5.295239,0.334986,6.085702,0.643733,-9.753445,0.581353,4.230419,14.113063,4.236626,14.191841
5.360352,0.505577,5.296026,0.332112,6.08653,0.643641,-9.752946,0.58078,4.230917,14.112408,4.237124,14.193404
5.361176,0.506128,5.296813,0.332777,6.087357,0.641152,-9.752447,0.580845,4.231415,14.112536,4.237623,14.193247
5.362001,0.505965,5.2976,0.333358,6.088184,0.639961,-9.751947,0.580103,4.231913,14.113877,4.238122,14.191328
5.362826,0.506584,5.298387,0.335821,6.089012,0.640338,-9.75145,0.580477,4.232409,14.113147,4.238619,14.191136
5.363651,0.507056,5.299173,0.336902,6.089839,0.640658,-9.75095,0.580735,4.232907,14.113635,4.239118,14.191731
5.364476,0.508959,5.299959,0.337735,6.090666,0.640906,-9.750451,0.580628,4.233405,14.112247,4.239617,14.190996
5.365301,0.509916,5.300746,0.338106,6.091494,0.641515,-9.749952,0.579558,4.233903,14.113136,4.240115,14.189829
5.366126,0.510089,5.301533,0.338059,6.092321,0.642665,-9.749453,0.578635,4.234401,14.114594,4.240613,14.191751
