gene;model
I1KW15;F1
I1KWB6;F1
I1KWC8;F1
I1L041;F1
I1L069;F1
I1L085;F1
I1L257;F1
I1L2E3;F1
I1L3S9;F1
I1L3V2;F1
I1L3Z9;F1
I1L435;F1
I1L4I8;F1
I1L4S0;F1
I1L5G9;F1
I1L5W6;F1
I1L6I5;F1
I1L757;F1
I1L7M4;F1
I1L7U8;F1
I1L8A9;F1
I1L8X2;F1
I1L913;F1
I1L9B8;F1
I1L9M7;F1
I1LB04;F1
I1LBV4;F1
I1LBW9;F1
I1LBY0;F1
I1LCY5;F1
I1LDY5;F1
I1LE74;F1
I1LES5;F1
I1LF27;F1
I1LFW6;F1
I1LHC7;F1
I1LIK5;F1
I1LKM2;F1
I1LKM7;F1
I1LL36;F1
I1LM15;F1
I1LM19;F1
I1LNE9;F1
I1LP42;F1
I1LP66;F1
I1LPB5;F1
I1LPH7;F1
I1LR42;F1
I1LS60;F1
I1LSA1;F1
I1LSB5;F1
I1LU88;F1
I1LUL9;F1
I1LV45;F1
I1LVJ0;F1
I1LWK5;F1
I1LX34;F1
I1LXC1;F1
I1LXM2;F1
I1LXM6;F1
I1LZ62;F1
I1LZA4;F1
I1M0J9;F1
I1M329;F1
I1M341;F1
I1M3M4;F1
I1M4I7;F1
I1M610;F1
I1M617;F1
I1M6E9;F1
I1M723;F1
I1M8W0;F1
I1M9K0;F1
I1M9Q9;F1
I1MAA6;F1
I1MBA7;F1
I1MBN1;F1
I1MC89;F1
I1MFS5;F1
I1MGE5;F1
I1MGH0;F1
I1MH91;F1
I1MHR0;F1
I1MJ44;F1
I1MJ79;F1
I1MJ97;F1
I1MK19;F1
I1MK39;F1
I1MKI1;F1
I1MKW3;F1
I1MKW7;F1
I1ML93;F1
I1MLF6;F1
I1MNP5;F1
I1MP48;F1
I1MPM2;F1
I1MQH0;F1
I1MQN2;F1
I1MQY0;F1
I1MRL7;F1
I1MRN2;F1
I1MRW7;F1
I1MRW8;F1
I1MS24;F1
I1MT77;F1
I1MTJ9;F1
I1MTQ6;F1
I1MUG4;F1
I1MUH5;F1
I1MUI3;F1
I1MUL2;F1
I1MV53;F1
I1MWY8;F1
I1MXD1;F1
I1MXM6;F1
I1MY45;F1
I1MYL1;F1
I1MZR2;F1
I1N063;F1
I1N0N0;F1
I1N1Y5;F1
I1N3S1;F1
I1N7U4;F1
I1N8D3;F1
I1N8E0;F1
I1N8E1;F1
I1N8Y7;F1
I1N974;F1
I1N9J7;F1
I1NA88;F1
I1NAJ9;F1
I1NBD4;F1
I1NBD7;F1
I1NBG9;F1
I1NBZ4;F1
I1NCR4;F1
I1NCY4;F1
I1NEB8;F1
I1NFH2;F1
I1NGB5;F1
I1NGL6;F1
I1NH57;F1
I1NH70;F1
I1NIA8;F1
I1NIH3;F1
I1NIJ5;F1
I3ISD8;F1
I3ISZ0;F1
I3ITF2;F1
J3QMK1;F1
J3QN86;F1
J3QQ27;F1
J7SA49;F1
J9S314;F1
K7DY35;F1
K7DY96;F1
K7K1T8;F1
K7K1U7;F1
K7K2V9;F1
K7K4Y1;F1
K7K5H0;F1
K7K5W6;F1
K7K6H0;F1
K7K715;F1
K7K7B9;F1
K7K7D5;F1
K7KAB1;F1
K7KAE5;F1
K7KAI9;F1
K7KAJ6;F1
K7KAW5;F1
K7KBD6;F1
K7KBE5;F1
K7KBN3;F1
K7KCM0;F1
K7KDQ7;F1
K7KDY4;F1
K7KE85;F1
K7KES9;F1
K7KFY3;F1
K7KG56;F1
K7KGI9;F1
K7KHR6;F1
K7KHV4;F1
K7KHY1;F1
K7KI24;F1
K7KJ19;F1
K7KJ99;F1
K7KJD1;F1
K7KJP5;F1
K7KJX2;F1
K7KKF9;F1
K7KKJ7;F1
K7KM54;F1
K7KMF1;F1
K7KMI1;F1
K7KMR3;F1
K7KMS0;F1
K7KMT5;F1
K7KNR3;F1
K7KP64;F1
K7KP88;F1
K7KPS5;F1
K7KPZ4;F1
K7KQA4;F1
K7KQC0;F1
K7KR60;F1
K7KSL9;F1
K7KTN0;F1
K7KUB3;F1
K7KUC5;F1
K7KUK4;F1
K7KUW6;F1
K7KVQ6;F1
K7KW79;F1
K7KWS6;F1
K7KXC7;F1
K7KXV3;F1
K7KZZ1;F1
K7L200;F1
K7L2D2;F1
K7L370;F1
K7L3Q3;F1
K7L3W5;F1
K7L4B5;F1
K7L4U6;F1
K7L5Y5;F1
K7L6A1;F1
K7L830;F1
K7L8P6;F1
K7L940;F1
K7L9T6;F1
K7L9V7;F1
K7LAF9;F1
K7LAL5;F1
K7LAM7;F1
K7LAV5;F1
K7LAY7;F1
K7LB94;F1
K7LBT8;F1
K7LCH3;F1
K7LD83;F1
K7LDE2;F1
K7LDE7;F1
K7LE42;F1
K7LF25;F1
K7LFC4;F1
K7LFI6;F1
K7LGX0;F1
K7LH02;F1
K7LH23;F1
K7LHC5;F1
K7LHL6;F1
K7LHM5;F1
K7LHP0;F1
K7LHS1;F1
K7LI23;F1
K7LIB3;F1
K7LII5;F1
K7LJ06;F1
K7LJD7;F1
K7LJT2;F1
K7LKD7;F1
K7LKF9;F1
K7LKN6;F1
K7LKQ9;F1
K7LL18;F1
K7LL31;F1
K7LL78;F1
K7LM43;F1
K7LM94;F1
K7LMT6;F1
K7LMX4;F1
K7LNX9;F1
K7LP75;F1
K7LQE2;F1
K7LQE4;F1
K7LQK2;F1
K7LRT3;F1
K7LRY6;F1
K7LT60;F1
K7LTF8;F1
K7LTS9;F1
K7LV27;F1
K7LW58;F1
K7LWF7;F1
K7LXM3;F1
K7LY40;F1
K7LY81;F1
K7LYE7;F1
K7LYR6;F1
K7LYX7;F1
K7LZ35;F1
K7LZF6;F1
K7LZV9;F1
K7M0L0;F1
K7M147;F1
K7M1B8;F1
K7M1S1;F1
K7M288;F1
K7M290;F1
K7M291;F1
K7M2G5;F1
K7M4K3;F1
K7M5G4;F1
K7M5K0;F1
K7M6R3;F1
K7M806;F1
K7M8L1;F1
K7MAR8;F1
K7MB00;F1
K7MBB9;F1
K7MCJ2;F1
K7MD15;F1
K7MGE9;F1
K7MHF2;F1
K7MHS5;F1
K7MI02;F1
K7MIS6;F1
K7MJG0;F1
K7MJI7;F1
K7MJQ0;F1
K7MK22;F1
K7MKM6;F1
K7MKP3;F1
K7MKY0;F1
K7MLF2;F1
K7MM61;F1
K7MN78;F1
K7MP75;F1
K7MQ98;F1
K7MQI3;F1
K7MQX7;F1
K7MRP3;F1
K7MRS7;F1
K7MS22;F1
K7MSU2;F1
K7MT59;F1
K7MTG6;F1
K7MTY7;F1
K7MTZ9;F1
K7MV89;F1
K7MWJ8;F1
K7MXD4;F1
K7MXI5;F1
K7MY87;F1
K7MYL8;F1
K7MZR5;F1
K7MZU1;F1
K7N0Q8;F1
K7N104;F1
K7N1V1;F1
K7N261;F1
K7N2V0;F1
K7N341;F1
K7N378;F1
K7N3A7;F1
K7N3G1;F1
K7N3Q7;F1
K7N4Q3;F1
K7N4Z7;F1
K7N586;F1
K7N5E4;F1
K7TIJ3;F1
K7TQX9;F1
K7TXJ3;F1
K7U0Q8;F1
K7U2S6;F1
K7U6E6;F1
K7U728;F1
K7U8D6;F1
K7U9N8;F1
K7U9R9;F1
K7UG68;F1
K7UGL9;F1
K7UKB6;F1
K7ULI1;F1
K7UN74;F1
K7UZW2;F1
K7V2E8;F1
K7V3F3;F1
K7V5J8;F1
K7V866;F1
K7VBQ8;F1
K7VIS7;F1
K7W1A6;F1
K8FDY0;F1
K8FDZ1;F1
L0ANA2;F1
L7N480;F1
M0R3T8;F1
M0R410;F1
M0R4P6;F1
M0R4T9;F1
M0R5H1;F1
M0R6H3;F1
M0R6K6;F1
M0R6Z9;F1
M0R8A5;F1
M0R915;F1
M0R9L0;F1
M0R9Y8;F1
M0RAJ5;F1
M0RB12;F1
M9NDT2;F1
M9NE05;F1
M9NE38;F1
M9NFI9;F1
M9NFP8;F1
M9NFQ7;F1
M9NFU6;F1
M9NGY4;F1
M9PB01;F1
M9PB71;F1
M9PCB8;F1
M9PDE6;F1
M9PDE7;F1
M9PEE4;F1
M9PF20;F1
M9PF79;F1
M9PGC5;F1
M9PGK3;F1
M9PGK7;F1
M9PHF7;F1
M9PHQ2;F1
M9PHT1;F1
M9PIC9;F1
M9PIH9;F1
M9PJ12;F1
O00534;F1
O00555;F1
O01441;F1
O01505;F1
O01586;F1
O01737;F1
O01772;F1
O01900;F1
O02637;F1
O04034;F1
O04191;F1
O04482;F1
O04514;F1
O04846;F1
O06241;F1
O06603;F1
O08524;F1
O08629;F1
O08784;F1
O08919;F1
O13641;F1
O13652;F1
O13658;F1
O13695;F1
O14029;F1
O14031;F1
O14064;F1
O14188;F1
O14214;F1
O14234;F1
O14513;F1
O14594;F1
O14686;F2
O14686;F4
O14686;F1
O14686;F8
O14686;F5
O14686;F14
O14686;F15
O14686;F11
O14686;F3
O14686;F9
O14939;F1
O15018;F4
O15018;F5
O15018;F6
O15021;F1
O15027;F1
O15054;F1
O15069;F1
O15119;F1
O15209;F1
O15265;F1
O15417;F7
O16241;F1
O16242;F1
O16310;F1
O16783;F1
O17406;F1
O17562;F1
O17582;F1
O17680;F1
O18117;F1
O18199;F1
O22252;F1
O22799;F1
O22824;F1
O23085;F1
O23482;F1
O23544;F1
O35126;F1
O35130;F1
O35206;F1
O35305;F1
O35348;F1
O35800;F1
O42844;F1
O42854;F1
O43019;F1
O43024;F1
O43043;F1
O43052;F1
O43150;F1
O43432;F1
O43474;F1
O43570;F1
O43900;F1
O44502;F1
O44741;F1
O44881;F1
O45000;F1
O45381;F1
O45813;F1
O45945;F1
O46048;F1
O48523;F1
O48724;F1
O50055;F1
O50394;F1
O53553;F1
O53715;F1
O53910;F1
O54701;F1
O54824;F1
O54898;F1
O54982;F1
O55017;F1
O55103;F1
O55201;F1
O55207;F1
O59763;F1
O59768;F1
O60057;F1
O60167;F1
O60198;F1
O60244;F1
O60281;F6
O60299;F1
O60309;F1
O60347;F1
O60494;F12
O60610;F1
O60673;F4
O60840;F1
O60885;F1
O61528;F1
O61980;F1
O62096;F1
O62197;F1
O64500;F1
O64639;F1
O64728;F1
O64800;F1
O64851;F1
O64877;F1
O65517;F1
O65680;F1
O69696;F1
O70305;F1
O70354;F1
O70511;F1
O70608;F1
O74254;F1
O74424;F1
O74561;F1
O74853;F1
O75179;F1
O75376;F1
O75410;F1
O75493;F1
O75553;F1
O75592;F16
O75604;F1
O75626;F1
O76447;F1
O76840;F1
O76894;F1
O76904;F1
O77033;F1
O77327;F1
O77375;F1
O80536;F1
O82485;F1
O88427;F1
O88597;F1
O88881;F1
O88898;F1
O88944;F1
O94631;F1
O94854;F1
O94915;F9
O94916;F1
O94972;F1
O95104;F1
O95170;F1
O95208;F1
O95359;F7
O95359;F9
O95359;F1
O95359;F6
O95613;F7
O95831;F1
O95905;F1
O95996;F1
O96028;F1
O96124;F1
O96127;F1
O96134;F1
O96209;F1
O96223;F1
O96244;F1
O96263;F1
O96266;F1
O97132;F1
O97291;F1
O97305;F1
P00918;F1
P00920;F1
P01029;F1
P02454;F1
P02462;F1
P02466;F1
P02840;F1
P02976;F1
P03936;F1
P04198;F1
P05539;F1
P05710;F1
P05793;F1
P05997;F1
P06756;F1
P07196;F1
P07197;F1
P07451;F1
P08151;F1
P08514;F1
P08603;F1
P08640;F1
P08648;F1
P08649;F1
P08964;F1
P09208;F1
P09603;F1
P0A817;F1
P0A873;F1
P0A8I8;F1
P0AE01;F1
P0AGJ2;F1
P0AGJ5;F1
P0AGJ7;F1
P0AGL7;F1
P0C0L4;F1
P0C0L5;F1
P0C2W7;F1
P0C5E4;F1
P0C7V6;F1
P0C945;F1
P0CG14;F1
P0CG20;F1
P0CG43;F1
P0DI19;F1
P0DJD1;F1
P0DKL2;F1
P0DOC7;F1
P0DPF2;F20
P0DPF2;F19
P0DPF2;F17
P0DPF2;F6
P0DPF2;F10
P0DPF2;F15
P0DPF2;F13
P0DPF2;F18
P0DPF2;F16
P0DPF2;F7
P0DPF2;F1
P0DPF2;F5
P0DPF2;F12
P0DPF2;F11
P10035;F1
P10070;F1
P10071;F1
P10075;F1
P10180;F1
P10567;F1
P10659;F1
P11137;F1
P11688;F1
P11717;F1
P11865;F1
P12107;F1
P12270;F1
P12685;F1
P12839;F1
P12844;F1
P12883;F1
P13444;F1
P13611;F9
P13611;F3
P13611;F1
P13709;F1
P13941;F1
P14141;F1
P14605;F1
P14712;F1
P14713;F1
P14714;F1
P14873;F1
P14922;F1
P15032;F1
P15146;F1
P15205;F1
P15387;F1
P15619;F1
P15822;F1
P15822;F3
P16015;F1
P16025;F1
P16144;F1
P16241;F1
P16882;F1
P17010;F1
P17022;F1
P17139;F1
P17140;F1
P17431;F1
P17544;F1
P17562;F1
P18160;F1
P18168;F1
P18171;F1
P18298;F1
P18583;F1
P18761;F1
P19070;F1
P19358;F1
P19538;F1
P19862;F1
P20134;F1
P20264;F1
P20265;F1
P20357;F1
P20929;F1
P20929;F18
P20929;F6
P20929;F11
P20929;F4
P20929;F5
P20930;F13
P20930;F10
P20930;F11
P20930;F12
P20930;F1
P20930;F4
P20930;F6
P20930;F9
P20930;F3
P20930;F8
P21519;F1
P21525;F1
P21817;F18
P22105;F10
P22470;F1
P22681;F1
P22711;F1
P22748;F1
P23229;F1
P23280;F1
P23471;F1
P23589;F1
P23686;F1
P23748;F1
P23771;F1
P24043;F6
P24583;F1
P25054;F7
P25054;F8
P25054;F6
P25054;F9
P25172;F1
P25270;F1
P25293;F1
P25341;F1
P25357;F1
P25822;F1
P26006;F1
P27139;F1
P27540;F1
P27732;F1
P28290;F1
P28481;F1
P28651;F1
P29617;F1
P30415;F1
P30622;F1
P30640;F1
P31153;F1
P31360;F1
P31362;F1
P31629;F1
P31695;F1
P31801;F1
P32418;F1
P32618;F1
P32660;F1
P32786;F1
P32790;F1
P32831;F1
P32870;F1
P32926;F1
P33306;F1
P33417;F1
P34127;F1
P34288;F1
P34315;F1
P34322;F1
P34427;F1
P35127;F1
P35218;F1
P35219;F1
P35415;F1
P35555;F6
P35555;F7
P35555;F9
P35556;F5
P35556;F6
P35556;F7
P35600;F1
P35658;F1
P35711;F1
P35712;F1
P35918;F1
P36003;F1
P36616;F1
P37005;F1
P37198;F1
P37889;F1
P38041;F1
P38128;F1
P38335;F1
P38398;F1
P38770;F1
P38900;F1
P39060;F1
P39279;F1
P39678;F1
P39880;F1
P39935;F1
P40317;F1
P40318;F1
P40320;F1
P40457;F1
P40897;F1
P40900;F1
P40988;F1
P41698;F1
P42497;F1
P42498;F1
P42499;F1
P42500;F1
P42566;F1
P42694;F1
P42839;F1
P42944;F1
P42945;F1
P43165;F1
P43166;F1
P43243;F1
P43406;F1
P43565;F1
P43597;F1
P45394;F1
P46013;F11
P46013;F10
P46013;F2
P46013;F5
P46013;F6
P46013;F8
P46531;F1
P46549;F1
P46821;F1
P46939;F7
P46983;F1
P47144;F1
P47980;F1
P48284;F1
P48415;F1
P48524;F1
P48613;F1
P48634;F1
P48754;F1
P48768;F1
P49454;F5
P49750;F1
P49792;F2
P49793;F1
P50305;F1
P50306;F1
P50851;F8
P51587;F7
P51610;F1
P51788;F1
P52732;F1
P53134;F1
P53243;F1
P53336;F1
P53565;F1
P53708;F1
P53739;F1
P54233;F1
P54258;F1
P54259;F1
P54623;F1
P54683;F1
P55067;F1
P56645;F1
P56716;F1
P56786;F1
P56931;F1
P57059;F1
P57095;F1
P57103;F1
P57682;F1
P58107;F11
P58390;F1
P58397;F1
P59054;F1
P59055;F1
P59509;F1
P59510;F1
P59598;F1
P61215;F1
P62046;F1
P63177;F1
P70193;F1
P70365;F1
P70399;F1
P70414;F1
P70475;F1
P70549;F1
P70553;F1
P70587;F1
P70670;F1
P71749;F1
P76481;F1
P78559;F6
P78559;F9
P78559;F7
P78559;F8
P81274;F1
P83741;F1
P83870;F1
P83871;F1
P87122;F1
P87136;F1
P87137;F1
P90858;F1
P90920;F1
P91094;F1
P91176;F1
P91399;F1
P93438;F1
P94978;F1
P97836;F1
P97868;F1
P98081;F1
P98088;F19
P98088;F12
P98088;F16
P98088;F8
P98088;F15
P98088;F10
P98088;F17
P98088;F11
P98088;F9
P98088;F22
P98095;F1
P98159;F1
P9WFY3;F1
P9WFY5;F1
P9WFY7;F1
P9WGV1;F1
P9WGX1;F1
P9WHR5;F1
P9WIK5;F1
P9WIK7;F1
P9WIK9;F1
P9WKA9;F1
Q00266;F1
Q00657;F1
Q00960;F1
Q00975;F1
Q01098;F1
Q01484;F11
Q01484;F10
Q01484;F8
Q01484;F9
Q01543;F1
Q01705;F1
Q01728;F1
Q01804;F1
Q02078;F1
Q02224;F3
Q02294;F1
Q02388;F7
Q02388;F8
Q02447;F1
Q02455;F1
Q02505;F2
Q02505;F3
Q02505;F7
Q02505;F4
Q02505;F6
Q02796;F1
Q02817;F7
Q02817;F16
Q02817;F19
Q02817;F12
Q02817;F15
Q02817;F13
Q02910;F1
Q02926;F1
Q02952;F1
Q03001;F10
Q03164;F11
Q03164;F2
Q03164;F12
Q03351;F1
Q03563;F1
Q03600;F1
Q03661;F1
Q03692;F1
Q03720;F1
Q03758;F1
Q04005;F1
Q04164;F1
Q04429;F1
Q04779;F1
Q04867;F1
Q04980;F1
Q04996;F1
Q05707;F1
Q05758;F1
Q05909;F1
Q05DH4;F1
Q06010;F1
Q06287;F1
Q06593;F1
Q06835;F1
Q07527;F1
Q07563;F1
Q07643;F1
Q07660;F1
Q07954;F16
Q07954;F15
Q08050;F1
Q08179;F1
Q08218;F1
Q08376;F1
Q08460;F1
Q08732;F1
Q08BM0;F1
Q08EC4;F1
Q09140;F1
Q09287;F1
Q09307;F1
Q09332;F1
Q09444;F1
Q09472;F1
Q09487;F1
Q09560;F1
Q09666;F16
Q09666;F12
Q09666;F20
Q09666;F11
Q09666;F15
Q09666;F14
Q09666;F18
Q09666;F23
Q09666;F17
Q09666;F19
Q09666;F21
Q09666;F2
Q09666;F5
Q09666;F4
Q09666;F3
Q09666;F7
Q09847;F1
Q09901;F1
Q09903;F1
Q09994;F1
Q0D412;F1
Q0D5P3;F1
Q0DGR8;F1
Q0DJ35;F1
Q0DKY4;F1
Q0DLA4;F1
Q0DLD5;F1
Q0DNW7;F1
Q0DR18;F1
Q0DW28;F1
Q0DXY9;F1
Q0E4J6;F1
Q0E4N8;F1
Q0E980;F1
Q0ING6;F1
Q0IQ93;F1
Q0IVM6;F1
Q0IVQ5;F1
Q0IZD2;F1
Q0J0L8;F1
Q0J0M9;F1
Q0J8A6;F1
Q0J932;F1
Q0J9Q8;F1
Q0J9V2;F1
Q0JAB9;F1
Q0JAU0;F1
Q0JBZ0;F1
Q0JDB5;F1
Q0JEM0;F1
Q0JHK0;F1
Q0JI25;F1
Q0JJ13;F1
Q0JJF5;F1
Q0KHQ5;F1
Q0KK56;F1
Q0KK59;F1
Q0P5V9;F1
Q0P670;F1
Q0QWG9;F1
Q0VAV2;F1
Q0VF58;F1
Q0WLC6;F1
Q0WMV8;F1
Q0WPF2;F1
Q0WR66;F1
Q0WTB8;F1
Q10103;F1
Q10107;F1
Q10108;F1
Q10369;F1
Q10409;F1
Q10411;F1
Q10462;F1
Q10475;F1
Q10571;F1
Q10655;F1
Q10950;F1
Q109Y3;F1
Q10A91;F1
Q10AX3;F1
Q10CQ8;F1
Q10DU0;F1
Q10F15;F1
Q10I12;F1
Q10K55;F1
Q10LM2;F1
Q10MG9;F1
Q10MI4;F1
Q10MM5;F1
Q10MN1;F1
Q10NT0;F1
Q10P22;F1
Q10P83;F1
Q10Q99;F1
Q10QG1;F1
Q10QI6;F1
Q10QK0;F1
Q10RD6;F1
Q10RP4;F1
Q11102;F1
Q12094;F1
Q12215;F1
Q12282;F1
Q12314;F1
Q12400;F1
Q12424;F1
Q12791;F1
Q12802;F8
Q12802;F7
Q12802;F1
Q12802;F3
Q12830;F1
Q12830;F7
Q12873;F1
Q12879;F1
Q12888;F1
Q12951;F1
Q12955;F11
Q12955;F14
Q12955;F12
Q12955;F15
Q12955;F16
Q13009;F1
Q13029;F1
Q13075;F1
Q13233;F1
Q13263;F1
Q13395;F1
Q13439;F1
Q13635;F1
Q13683;F1
Q13972;F1
Q14031;F1
Q14118;F1
Q14159;F1
Q14162;F1
Q14241;F1
Q14517;F16
Q14525;F1
Q14674;F1
Q14686;F1
Q14721;F1
Q14766;F1
Q14789;F3
Q14789;F11
Q14980;F1
Q14993;F1
Q14AX6;F1
Q14B71;F1
Q14BI1;F1
Q14CN2;F1
Q15149;F8
Q15154;F1
Q15652;F1
Q15772;F8
Q15911;F7
Q16584;F1
Q16676;F1
Q16790;F1
Q17656;F1
Q17678;F1
Q17979;F1
Q18320;F1
Q18603;F1
Q18823;F1
Q18859;F1
Q18879;F1
Q18932;F1
Q19138;F1
Q19181;F1
Q19604;F1
Q19663;F1
Q19720;F1
Q19764;F1
Q19789;F1
Q1EHB3;F1
Q1EPL5;F1
Q1L8A3;F1
Q1L949;F1
Q1LUE5;F1
Q1LUU8;F1
Q1LVE2;F1
Q1LVQ7;F1
Q1LVR7;F1
Q1LY77;F1
Q1RKX9;F1
Q1RLT0;F1
Q1W617;F1
Q1W9P9;F1
Q1ZXH1;F1
Q1ZXL0;F1
Q1ZXP2;F1
Q20007;F1
Q20357;F1
Q20425;F1
Q20435;F1
Q20456;F1
Q20700;F1
Q20781;F1
Q20945;F1
Q21000;F1
Q21088;F1
Q21096;F1
Q21344;F1
Q21361;F1
Q21394;F1
Q21408;F1
Q21614;F1
Q21811;F1
Q21850;F1
Q21948;F1
Q22024;F1
Q22033;F1
Q22145;F1
Q22484;F1
Q22807;F1
Q22829;F1
Q23456;F1
Q23635;F1
Q24145;F1
Q24171;F1
Q24211;F1
Q24247;F1
Q25802;F1
Q27421;F1
Q27504;F1
Q27522;F1
Q27IK7;F1
Q29R15;F1
Q2EF88;F1
Q2FW95;F1
Q2FX89;F1
Q2FXB3;F1
Q2FXZ5;F1
Q2FZ43;F1
Q2FZE0;F1
Q2G1W4;F1
Q2G252;F1
Q2G2M3;F1
Q2KHR2;F1
Q2KJY2;F1
Q2LAE1;F1
Q2LD37;F13
Q2LD37;F18
Q2LD37;F10
Q2LD37;F15
Q2M1Z3;F1
Q2M2Z5;F1
Q2MHN3;F1
Q2PMM5;F1
Q2QLZ1;F1
Q2QN76;F1
Q2QQM5;F1
Q2QQX3;F1
Q2QV87;F1
Q2QWE8;F1
Q2QXK5;F1
Q2QXU5;F1
Q2QY33;F1
Q2QYL8;F1
Q2R041;F1
Q2R1J5;F1
Q2R3B7;F1
Q2RAM9;F1
Q2UY11;F1
Q2V3L3;F1
Q2VIS4;F1
Q2VPA6;F1
Q2WGN9;F1
Q30D77;F1
Q32KG4;F1
Q32P44;F1
Q32SG5;F1
Q32SG7;F1
Q32SG8;F1
Q337F3;F1
Q337V5;F1
Q33A24;F1
Q39057;F1
Q39204;F1
Q39254;F1
Q3LR78;F1
Q3THS6;F1
Q3TUF7;F1
Q3TVI8;F1
Q3U1V8;F1
Q3U2I3;F1
Q3U381;F1
Q3UFY8;F1
Q3UH53;F1
Q3UH66;F1
Q3UHC1;F1
Q3UHD9;F1
Q3UHF3;F1
Q3UHK8;F1
Q3UHR0;F1
Q3UHU5;F1
Q3UHX9;F1
Q3UMC0;F1
Q3UMF0;F1
Q3URK3;F1
Q3URR7;F1
Q3UTY6;F1
Q3UW98;F1
Q3UXL4;F1
Q3V0G7;F1
Q3YEC7;F1
Q46803;F1
Q47319;F1
Q498M7;F1
Q49SH1;F1
Q4CK98;F1
Q4CL43;F1
Q4CLQ1;F1
Q4CLZ3;F1
Q4CMP8;F1
Q4CN50;F1
Q4CN98;F1
Q4CND6;F1
Q4CNE6;F1
Q4CNJ2;F1
Q4CNW7;F1
Q4CP45;F1
Q4CPJ3;F1
Q4CPM9;F1
Q4CPS6;F1
Q4CQ02;F1
Q4CQ71;F1
Q4CQK6;F1
Q4CQM0;F1
Q4CRE5;F1
Q4CRN7;F1
Q4CRZ3;F1
Q4CS03;F1
Q4CS15;F1
Q4CSC4;F1
Q4CSX1;F1
Q4CT02;F1
Q4CT28;F1
Q4CT47;F1
Q4CT77;F1
Q4CT97;F1
Q4CTC5;F1
Q4CTI1;F1
Q4CTI2;F1
Q4CTL0;F1
Q4CTT6;F1
Q4CTT7;F1
Q4CUD6;F1
Q4CUI9;F1
Q4CV76;F1
Q4CVC6;F1
Q4CVE1;F1
Q4CVT8;F1
Q4CVY4;F1
Q4CW41;F1
Q4CWJ1;F1
Q4CWN9;F1
Q4CWW6;F1
Q4CX06;F1
Q4CX36;F1
Q4CXB6;F1
Q4CXI8;F1
Q4CXJ5;F1
Q4CXP5;F1
Q4CXT4;F1
Q4CXU6;F1
Q4CXV9;F1
Q4CY01;F1
Q4CY10;F1
Q4CY31;F1
Q4CY65;F1
Q4CY78;F1
Q4CYE1;F1
Q4CYE5;F1
Q4CYG6;F1
Q4CZ17;F1
Q4CZ40;F1
Q4CZQ6;F1
Q4CZT7;F1
Q4CZV0;F1
Q4D030;F1
Q4D045;F1
Q4D0B2;F1
Q4D0L2;F1
Q4D0P1;F1
Q4D0U3;F1
Q4D119;F1
Q4D1B6;F1
Q4D1M8;F1
Q4D1Q6;F1
Q4D1R0;F1
Q4D1S9;F1
Q4D1T8;F1
Q4D1X5;F1
Q4D283;F1
Q4D2A8;F1
Q4D2K2;F1
Q4D2T3;F1
Q4D2Z6;F1
Q4D315;F1
Q4D359;F1
Q4D3B2;F1
Q4D3I3;F1
Q4D3K3;F1
Q4D3R3;F1
Q4D432;F1
Q4D4G0;F1
Q4D4P5;F1
Q4D4T5;F1
Q4D4Y6;F1
Q4D535;F1
Q4D5G0;F1
Q4D5L2;F1
Q4D5Q1;F1
Q4D5S2;F1
Q4D660;F1
Q4D6D0;F1
Q4D7M7;F1
Q4D7N4;F1
Q4D7Z1;F1
Q4D805;F1
Q4D840;F1
Q4D844;F1
Q4D8F1;F1
Q4D947;F1
Q4D9C7;F1
Q4D9G9;F1
Q4D9V2;F1
Q4DA65;F1
Q4DA70;F1
Q4DAL5;F1
Q4DAR9;F1
Q4DAT3;F1
Q4DB57;F1
Q4DBY7;F1
Q4DBZ2;F1
Q4DBZ3;F1
Q4DCD0;F1
Q4DCM9;F1
Q4DCQ7;F1
Q4DCX2;F1
Q4DCY0;F1
Q4DCY3;F1
Q4DDB9;F1
Q4DE92;F1
Q4DEK3;F1
Q4DEW3;F1
Q4DF76;F1
Q4DFB8;F1
Q4DFI5;F1
Q4DFM2;F1
Q4DFQ6;F1
Q4DFT5;F1
Q4DFW1;F1
Q4DG08;F1
Q4DG59;F1
Q4DGB6;F1
Q4DGM0;F1
Q4DGT2;F1
Q4DH26;F1
Q4DHB7;F1
Q4DHD5;F1
Q4DHI6;F1
Q4DHI8;F1
Q4DHW4;F1
Q4DHX6;F1
Q4DI03;F1
Q4DIA5;F1
Q4DIS9;F1
Q4DIX5;F1
Q4DJA3;F1
Q4DJC7;F1
Q4DJF4;F1
Q4DJY9;F1
Q4DK34;F1
Q4DK46;F1
Q4DK66;F1
Q4DKE0;F1
Q4DKI5;F1
Q4DKN2;F1
Q4DKX6;F1
Q4DKY6;F1
Q4DKZ1;F1
Q4DL14;F1
Q4DLB7;F1
Q4DLK2;F1
Q4DLR0;F1
Q4DMN4;F1
Q4DMP8;F1
Q4DMS1;F1
Q4DMW6;F1
Q4DMX0;F1
Q4DN10;F1
Q4DN27;F1
Q4DND9;F1
Q4DNE0;F1
Q4DNN2;F1
Q4DP93;F1
Q4DPB0;F1
Q4DPQ7;F1
Q4DPS7;F1
Q4DQB9;F1
Q4DQE5;F1
Q4DQL1;F1
Q4DQQ0;F1
Q4DQY6;F1
Q4DR48;F1
Q4DR89;F1
