OR|OR_lb|OR_ub|pvalue|tag|buff|spa|LiPMScov|entN_nonrefoldedN|entY_nonrefoldedN|entN_nonrefoldedY|entY_nonrefoldedY|total_res|n|label
4.084967320261438|2.246188594014681|8.04625752072786|8.249018995686724e-06|EXP_all_CG_spa30_LiPMScov50|CG|30|50|40|68|18|125|251|251|EXP
4.084967320261438|2.2830652173913046|8.099916982922196|8.249018995686724e-06|EXP_all_CG_spa40_LiPMScov50|CG|40|50|40|68|18|125|251|251|EXP
4.1459369817578775|2.2589226726726728|8.45246853146853|7.773739009477795e-06|EXP_all_CG_spa50_LiPMScov50|CG|50|50|40|67|18|125|250|250|EXP
3.875|2.068177384209993|7.91220238095238|3.3703300571904496e-05|EXP_all_CG_spa60_LiPMScov50|CG|60|50|36|64|18|124|242|242|EXP
3.43172268907563|1.736842105263158|7.324185248713551|0.0004301564817524|EXP_all_CG_spa70_LiPMScov50|CG|70|50|27|56|17|121|221|221|EXP
4.541666666666667|2.2141917293233084|10.427316217732884|5.008643446884109e-05|EXP_all_CG_spa80_LiPMScov50|CG|80|50|24|36|16|109|185|185|EXP
4.866666666666666|1.7360416666666667|15.0|0.0035199673411254|EXP_all_CG_spa90_LiPMScov50|CG|90|50|11|15|11|73|110|110|EXP
4.39622641509434|2.441137651303908|8.00093335442067|8.724587706568423e-07|EXP_all_C_spa0_LiPMScov50|C|0|50|31|31|53|233|348|348|EXP
4.39622641509434|2.4478642608359134|8.062196307094267|8.724587706568423e-07|EXP_all_C_spa10_LiPMScov50|C|10|50|31|31|53|233|348|348|EXP
4.39622641509434|2.456575682382134|8.067469295410469|8.724587706568423e-07|EXP_all_C_spa20_LiPMScov50|C|20|50|31|31|53|233|348|348|EXP
4.39622641509434|2.484371160933661|8.264471793029104|8.724587706568423e-07|EXP_all_C_spa30_LiPMScov50|C|30|50|31|31|53|233|348|348|EXP
4.39622641509434|2.4588204632293977|8.038598901098899|8.724587706568423e-07|EXP_all_C_spa40_LiPMScov50|C|40|50|31|31|53|233|348|348|EXP
4.191687344913151|2.319126724924427|7.619361291848475|2.9282332064172977e-06|EXP_all_C_spa50_LiPMScov50|C|50|50|29|31|52|233|345|345|EXP
3.652751423149905|1.951369322800244|6.74675|7.155740950479564e-05|EXP_all_C_spa60_LiPMScov50|C|60|50|25|31|51|231|338|338|EXP
3.333913043478261|1.621696200917899|6.721311510996946|0.0009355255589577|EXP_all_C_spa70_LiPMScov50|C|70|50|18|25|46|213|302|302|EXP
5.117647058823529|1.8235121485121488|14.55851948051948|0.0011374169579865|EXP_all_C_spa80_LiPMScov50|C|80|50|10|10|34|174|228|228|EXP
12.38095238095238|1.9230769230769231|47.35624999999982|0.0033188435880984|EXP_all_C_spa90_LiPMScov50|C|90|50|5|2|21|104|132|132|EXP
